user,department,role,business_unit,login_count,logoff_count,night_login_count,weekend_login_count,unique_pc_count,night_login_ratio,weekend_login_ratio,pc_switching_frequency,usb_connect_count,usb_disconnect_count,usb_total_activity,usb_connect_ratio,file_copy_count,avg_daily_file_copy,max_daily_file_copy,email_sent_count,external_email_count,avg_attachment_count,avg_email_size,external_email_ratio,website_visit_count,unique_domain_count,avg_daily_web_activity,O,C,E,A,N,threat_label
DAG0558,2 - SoftwareManagement,ComputerProgrammer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2983,1636,0.35,29920.06,0.5484,32870,210,95.0,20.0,16.0,37.0,25.0,26.0,0
DAL0673,1 - Research,Physicist,1,629,364,0,0,3,0.0,0.0,0.0048,661,330,991,0.667,352,2.98,8,3008,1470,0.5,29781.55,0.4887,34500,150,100.0,39.0,35.0,46.0,41.0,36.0,0
DAR0885,3 - FieldService,Technician,1,58,58,7,17,5,0.1207,0.2931,0.0862,0,0,0,0.0,0,0.0,0,109,66,0.55,28966.21,0.6055,1073,131,29.0,43.0,43.0,44.0,41.0,25.0,0
DBB0384,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,5932,2956,8888,0.6674,8543,24.69,27,3001,1372,0.22,30375.62,0.4572,32870,130,95.0,40.0,41.0,28.0,37.0,27.0,0
DBG0261,3 - Engineering,ElectricalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3011,1211,0.33,30153.12,0.4022,32870,86,95.0,45.0,47.0,17.0,36.0,28.0,0
DBS0235,1 - Research,Scientist,1,374,374,0,0,29,0.0,0.0,0.0775,0,0,0,0.0,0,0.0,0,3034,1813,0.22,29941.48,0.5976,32870,257,95.0,30.0,38.0,18.0,37.0,33.0,0
DBW0483,2 - Sales,Salesman,1,345,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5068,1940,0.37,30121.22,0.3828,56052,119,162.0,17.0,16.0,25.0,21.0,37.0,0
DCC0160,2 - Sales,Director,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,6027,2243,0.36,29868.07,0.3722,65740,105,190.0,36.0,39.0,33.0,42.0,27.0,0
DCH0843,3 - Assembly,ProductionLineWorker,1,294,294,3,1,1,0.0102,0.0034,0.0034,46,23,69,0.6667,38,9.5,13,281,151,0.4,29451.92,0.5374,2891,121,9.97,20.0,31.0,11.0,18.0,36.0,1
DDA0476,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5045,2235,0.43,29936.71,0.443,56052,158,162.0,36.0,25.0,39.0,13.0,39.0,0
DDM0579,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,168,0.0,30285.91,0.4985,3460,103,10.0,33.0,45.0,30.0,37.0,26.0,0
DEB0782,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1004,472,0.49,30315.22,0.4701,10005,94,29.0,42.0,47.0,32.0,21.0,36.0,0
DFH0188,3 - FieldService,Technician,1,702,431,0,0,3,0.0,0.0,0.0043,807,401,1208,0.668,6281,25.02,27,1012,413,0.22,29772.95,0.4081,10034,93,29.0,35.0,40.0,18.0,38.0,24.0,0
DFR0218,6 - Security,ITAdmin,1,1357,1357,625,0,614,0.4606,0.0,0.4525,0,0,0,0.0,0,0.0,0,3725,2174,0.2,29949.37,0.5836,39354,184,113.74,45.0,14.0,22.0,37.0,27.0,0
DGF0443,3 - Engineering,MechanicalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3007,1292,0.0,30321.28,0.4297,32870,137,95.0,39.0,44.0,18.0,28.0,33.0,0
DGM0754,2 - Sales,Salesman,1,29,29,0,0,1,0.0,0.0,0.0345,0,0,0,0.0,0,0.0,0,431,208,0.0,29876.96,0.4826,4698,149,162.0,42.0,18.0,42.0,24.0,24.0,0
DGN0480,2 - Sales,Salesman,1,329,329,0,0,1,0.0,0.0,0.003,0,0,0,0.0,0,0.0,0,4798,2128,0.38,29884.48,0.4435,53298,167,162.0,21.0,25.0,44.0,20.0,31.0,0
DGW0752,2 - Sales,Salesman,1,618,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,4986,2956,0.82,29981.04,0.5929,56052,244,162.0,40.0,46.0,20.0,40.0,14.0,0
DHM0937,2 - SoftwareManagement,ComputerProgrammer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3025,1518,0.36,30221.17,0.5018,32870,207,95.0,43.0,22.0,21.0,15.0,24.0,0
DIB0081,3 - Engineering,MechanicalEngineer,1,340,211,0,0,3,0.0,0.0,0.0088,989,493,1482,0.6673,1580,9.81,17,1418,584,0.79,29842.42,0.4118,15390,131,95.0,34.0,45.0,14.0,28.0,33.0,0
DIB0285,3 - Engineering,ElectricalEngineer,1,184,184,0,0,1,0.0,0.0,0.0054,779,388,1167,0.6675,375,3.12,8,1613,730,0.38,29603.97,0.4526,17596,136,95.63,13.0,45.0,17.0,50.0,29.0,1
DIC0988,5 - Medical,NursePractitioner,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3007,1151,0.0,30218.38,0.3828,32870,101,95.0,44.0,30.0,23.0,21.0,32.0,0
DID0650,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1022,654,0.0,29741.08,0.6399,10005,200,29.0,45.0,21.0,17.0,42.0,21.0,0
DIW0118,3 - Assembly,Manager,1,739,470,0,0,3,0.0,0.0,0.0041,1359,676,2035,0.6678,1314,4.68,11,4658,1873,0.52,29973.02,0.4021,49478,150,143.0,37.0,17.0,19.0,37.0,26.0,0
DJB0159,1 - MarketAnalysis,Director,1,641,361,0,0,2,0.0,0.0,0.0031,0,0,0,0.0,0,0.0,0,6351,3370,0.53,29939.69,0.5306,65550,168,190.0,20.0,37.0,27.0,38.0,37.0,0
DJS0682,2 - SoftwareManagement,SoftwareEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3003,1570,0.0,29591.84,0.5228,32870,187,95.0,22.0,23.0,36.0,13.0,30.0,0
DKB0631,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1007,518,0.48,30020.22,0.5144,10034,101,29.0,34.0,18.0,14.0,46.0,31.0,0
DLF0377,1 - Research,Mathematician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3025,1280,0.35,30016.85,0.4231,32870,112,95.0,39.0,35.0,19.0,27.0,34.0,0
DLH0029,5 - Medical,NursePractitioner,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3040,1439,0.19,30006.41,0.4734,32870,132,95.0,36.0,26.0,38.0,18.0,31.0,0
DLM0051,3 - Engineering,Director,1,856,511,0,182,3,0.0,0.2126,0.0035,7533,3758,11291,0.6672,10673,24.48,27,7573,4191,0.53,29955.74,0.5534,82840,215,190.0,37.0,37.0,17.0,20.0,35.0,0
DLS0383,1 - Research,Scientist,1,603,346,0,0,1,0.0,0.0,0.0017,0,0,0,0.0,0,0.0,0,2987,1568,0.79,29819.82,0.5249,31140,178,90.0,10.0,21.0,12.0,25.0,24.0,0
DMG0358,6 - Security,ITAdmin,1,1655,1383,672,0,633,0.406,0.0,0.3825,0,0,0,0.0,0,0.0,0,3691,1861,0.78,29769.94,0.5042,39424,227,113.94,19.0,39.0,14.0,25.0,29.0,0
DMK0257,3 - Engineering,ElectricalEngineer,1,715,445,65,6,2,0.0909,0.0084,0.0028,1371,682,2053,0.6678,1499,5.08,12,3008,1130,0.72,30008.71,0.3757,32870,99,95.0,33.0,20.0,26.0,26.0,30.0,0
DMM0623,2 - Sales,Salesman,1,627,355,0,6,1,0.0,0.0096,0.0016,0,0,0,0.0,0,0.0,0,5217,2480,0.77,30017.35,0.4754,57510,172,162.0,36.0,27.0,21.0,39.0,30.0,0
DOL0332,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1008,448,0.59,30092.2,0.4444,10034,114,29.0,32.0,40.0,41.0,18.0,24.0,0
DOP0562,2 - SoftwareManagement,ComputerProgrammer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2986,1359,0.35,30373.71,0.4551,32870,178,95.0,42.0,16.0,37.0,39.0,31.0,0
DPM0423,3 - Engineering,HardwareEngineer,1,457,457,0,0,2,0.0,0.0,0.0044,2131,1065,3196,0.6668,1403,4.71,13,3017,1417,0.73,30015.84,0.4697,32870,131,95.0,37.0,38.0,38.0,15.0,27.0,0
DPS0262,3 - Engineering,ElectricalEngineer,1,127,127,11,2,1,0.0866,0.0157,0.0079,0,0,0,0.0,0,0.0,0,946,360,0.19,29947.15,0.3805,10545,85,95.0,20.0,25.0,20.0,14.0,32.0,0
DRR0162,1 - MarketAnalysis,AdministrativeAssistant,1,256,256,0,0,1,0.0,0.0,0.0039,1116,557,1673,0.6671,529,3.17,9,2737,1266,0.5,30140.58,0.4626,29293,138,114.43,45.0,36.0,20.0,36.0,29.0,1
DRR0242,2 - SoftwareManagement,ComputerProgrammer,1,442,442,0,94,1,0.0,0.2127,0.0023,0,0,0,0.0,0,0.0,0,3836,1742,0.19,29655.0,0.4541,39600,134,90.0,39.0,19.0,40.0,41.0,33.0,0
DSB0731,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4936,2249,0.35,30071.42,0.4556,56052,130,162.0,26.0,15.0,40.0,43.0,30.0,0
DSM0591,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,338,160,0.0,30326.42,0.4734,3460,121,10.0,20.0,35.0,18.0,43.0,35.0,0
DTP0379,1 - Research,Physicist,1,670,406,0,0,4,0.0,0.0,0.006,0,0,0,0.0,0,0.0,0,3311,1619,0.6,30103.33,0.489,32775,162,95.0,45.0,42.0,15.0,37.0,27.0,0
DTT0076,3 - Engineering,ChiefEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,6019,2257,0.0,29964.33,0.375,65740,115,190.0,42.0,16.0,34.0,24.0,28.0,0
DVM0265,3 - Engineering,MaterialsEngineer,1,398,398,0,0,3,0.0,0.0,0.0075,0,0,0,0.0,0,0.0,0,3022,1235,0.51,29949.91,0.4087,34600,72,100.0,47.0,40.0,10.0,24.0,31.0,0
DVW0103,3 - Engineering,SystemsEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3049,1374,0.0,30001.98,0.4506,32870,182,95.0,40.0,45.0,44.0,21.0,29.0,0
DZC0228,1 - Research,Physicist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3032,1540,0.22,30021.26,0.5079,32870,168,95.0,37.0,37.0,34.0,21.0,38.0,0
EAH0466,3 - Assembly,ProductionLineWorker,1,65,39,0,0,3,0.0,0.0,0.0462,30,15,45,0.6667,358,25.57,27,34,19,0.56,32047.03,0.5588,350,64,10.0,41.0,38.0,29.0,38.0,25.0,0
EBC0390,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3018,1232,0.0,29919.64,0.4082,32870,102,95.0,40.0,40.0,40.0,22.0,33.0,0
ECF0828,3 - Assembly,ProductionLineWorker,1,211,211,0,0,1,0.0,0.0,0.0047,0,0,0,0.0,0,0.0,0,207,97,0.0,30836.33,0.4686,2110,95,10.0,40.0,49.0,39.0,40.0,35.0,0
ECL0930,2 - SoftwareManagement,ComputerProgrammer,1,617,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3041,1231,0.64,29988.19,0.4048,32870,122,95.0,28.0,24.0,40.0,18.0,29.0,0
ECR0822,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,339,168,0.0,30492.76,0.4956,3460,99,10.0,16.0,19.0,17.0,23.0,29.0,0
EDA0684,2 - SoftwareManagement,ComputerProgrammer,1,44,44,6,0,2,0.1364,0.0,0.0455,0,0,0,0.0,0,0.0,0,304,149,0.77,30735.21,0.4901,3325,120,95.0,38.0,42.0,40.0,39.0,33.0,0
EDB0714,3 - Assembly,ProductionLineWorker,1,242,242,0,0,1,0.0,0.0,0.0041,1070,535,1605,0.6667,526,3.35,11,255,138,0.55,31359.08,0.5412,2548,135,10.53,21.0,23.0,35.0,26.0,29.0,1
EFS0882,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1009,503,0.0,29703.3,0.4985,10034,104,29.0,40.0,40.0,47.0,25.0,27.0,0
EGD0132,3 - Assembly,ProductionLineWorker,1,189,189,0,0,1,0.0,0.0,0.0053,833,413,1246,0.6685,399,3.35,11,195,75,0.19,28812.52,0.3846,2037,65,10.78,37.0,38.0,33.0,15.0,22.0,1
EGD0409,3 - Engineering,ElectricalEngineer,1,248,140,0,0,1,0.0,0.0,0.004,0,0,0,0.0,0,0.0,0,1239,617,0.5,30322.64,0.498,13300,101,95.0,39.0,40.0,22.0,35.0,33.0,0
EGK0893,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,997,514,0.18,29775.59,0.5155,10034,99,29.0,21.0,30.0,11.0,47.0,27.0,0
EHB0420,3 - Engineering,ElectricalEngineer,1,991,660,68,189,3,0.0686,0.1907,0.003,0,0,0,0.0,0,0.0,0,3767,2075,0.56,29888.36,0.5508,38880,201,90.0,45.0,42.0,38.0,17.0,20.0,0
EHB0824,3 - Assembly,ProductionLineWorker,1,164,164,4,0,1,0.0244,0.0,0.0061,26,13,39,0.6667,14,14.0,14,153,64,0.21,29883.49,0.4183,1594,58,10.03,46.0,39.0,22.0,44.0,31.0,1
EHD0584,3 - Assembly,ProductionLineWorker,1,401,240,5,1,3,0.0125,0.0025,0.0075,14,7,21,0.6667,11,3.67,7,208,107,0.67,31165.47,0.5144,1893,126,8.97,38.0,40.0,42.0,43.0,22.0,1
EHR0096,3 - Engineering,ComputerScientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3019,1479,0.0,29936.51,0.4899,32870,157,95.0,22.0,13.0,20.0,48.0,31.0,0
EIM0156,3 - FinancialPlanning,Statistician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3014,1366,0.69,29780.59,0.4532,32870,92,95.0,19.0,31.0,43.0,45.0,33.0,0
EIP0997,2 - ManufacturingEngineering,ElectricalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3017,1420,0.0,29847.39,0.4707,32870,124,95.0,42.0,28.0,20.0,25.0,34.0,0
EIS0041,6 - Security,ITAdmin,1,1661,1391,672,0,622,0.4046,0.0,0.3745,2644,1321,3965,0.6668,3676,11.67,38,3287,2167,0.61,29696.33,0.6593,39270,241,113.83,41.0,44.0,17.0,48.0,30.0,0
EJW0884,3 - FieldService,Technician,1,345,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1026,521,0.18,29276.15,0.5078,10034,109,29.0,46.0,20.0,32.0,26.0,31.0,0
ELB0847,3 - Assembly,ProductionLineWorker,1,381,381,0,0,3,0.0,0.0,0.0079,0,0,0,0.0,0,0.0,0,336,162,0.27,29089.54,0.4821,3450,88,10.0,12.0,17.0,16.0,19.0,28.0,0
ELH0960,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,333,128,0.0,29676.68,0.3844,3460,76,10.0,40.0,43.0,26.0,41.0,22.0,0
ELT0769,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1004,450,0.0,29956.96,0.4482,10034,100,29.0,19.0,20.0,20.0,27.0,35.0,0
EMB0531,3 - FieldService,Technician,1,619,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,990,549,0.78,29869.16,0.5545,10034,122,29.0,31.0,41.0,31.0,36.0,36.0,0
EMS0317,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4965,2840,0.33,29964.66,0.572,56052,222,162.0,15.0,21.0,44.0,10.0,31.0,0
EMW0105,3 - Engineering,AdministrativeAssistant,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3646,2227,0.0,29988.62,0.6108,39216,250,114.0,35.0,40.0,17.0,41.0,34.0,0
EMW0772,3 - FieldService,Technician,1,361,361,0,0,3,0.0,0.0,0.0083,260,130,390,0.6667,181,2.74,8,998,532,0.24,30169.32,0.5331,10034,146,29.0,46.0,41.0,20.0,12.0,28.0,0
ENC0234,1 - Research,Physicist,1,483,288,0,0,2,0.0,0.0,0.0041,0,0,0,0.0,0,0.0,0,2268,907,0.19,29762.89,0.3999,24605,94,95.0,21.0,23.0,32.0,19.0,23.0,0
ENL0100,3 - Engineering,ElectricalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3029,1219,0.34,30277.96,0.4024,32870,100,95.0,39.0,18.0,42.0,35.0,21.0,0
EPW0434,3 - Engineering,TestEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3053,1805,0.32,30156.94,0.5912,32870,258,95.0,32.0,36.0,38.0,22.0,33.0,0
ERH0449,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,332,162,0.0,29935.91,0.488,3450,113,10.0,44.0,15.0,35.0,17.0,25.0,0
ESA0642,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1004,564,0.0,29717.42,0.5618,10034,175,29.0,32.0,14.0,44.0,30.0,32.0,0
ESH0135,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,327,208,0.73,29444.35,0.6361,3460,160,10.0,35.0,22.0,32.0,44.0,28.0,0
ESH0283,3 - Engineering,MechanicalEngineer,1,381,381,0,0,35,0.0,0.0,0.0919,277,138,415,0.6675,2646,24.28,27,3049,1436,0.49,30192.87,0.471,32870,150,95.0,44.0,30.0,35.0,18.0,31.0,0
ESJ0670,1 - Research,Scientist,1,515,515,0,129,3,0.0,0.2505,0.0058,366,181,547,0.6691,3303,22.47,27,4582,2422,0.2,29792.79,0.5286,44650,196,95.0,42.0,31.0,15.0,40.0,24.0,0
ESR0693,2 - SoftwareManagement,ComputerScientist,1,192,192,0,0,2,0.0,0.0,0.0104,391,193,584,0.6695,509,4.71,11,1475,507,0.76,29841.88,0.3437,16055,98,95.0,35.0,23.0,25.0,21.0,31.0,0
ETR0177,3 - FieldService,AdministrativeAssistant,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3711,1500,0.0,29906.21,0.4042,39330,99,114.0,18.0,15.0,41.0,26.0,39.0,0
ETR0428,3 - Engineering,TestEngineer,1,417,417,0,0,3,0.0,0.0,0.0072,0,0,0,0.0,0,0.0,0,3034,1920,0.53,29914.95,0.6328,34600,256,100.0,36.0,21.0,40.0,20.0,20.0,0
EWH0191,2 - Pricing,Manager,1,613,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,4649,2412,0.73,29934.49,0.5188,49478,207,143.0,33.0,17.0,22.0,23.0,27.0,0
EZH0736,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4974,2031,0.21,29901.07,0.4083,56052,111,162.0,44.0,41.0,37.0,19.0,31.0,0
EZT0640,3 - FieldService,Technician,1,733,464,12,0,2,0.0164,0.0,0.0027,0,0,0,0.0,0,0.0,0,1015,565,0.84,30014.13,0.5567,10034,162,29.0,12.0,15.0,27.0,39.0,27.0,0
FAW0032,6 - Security,Manager,1,354,354,0,0,1,0.0,0.0,0.0028,0,0,0,0.0,0,0.0,0,4723,2063,0.35,29895.66,0.4368,49478,138,143.0,43.0,24.0,17.0,37.0,37.0,0
FBA0348,6 - Security,Manager,1,348,348,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4704,2399,0.0,29755.02,0.51,49478,155,143.0,41.0,44.0,40.0,36.0,27.0,0
FBW0747,2 - Sales,Salesman,1,398,398,0,20,3,0.0,0.0503,0.0075,0,0,0,0.0,0,0.0,0,5369,2552,0.19,30151.56,0.4753,59292,149,162.0,43.0,45.0,35.0,25.0,28.0,0
FDE0117,2 - ManufacturingEngineering,Manager,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4724,2529,0.37,29921.55,0.5354,49478,156,143.0,38.0,37.0,32.0,41.0,28.0,0
FEB0306,3 - Assembly,ProductionLineWorker,1,700,418,0,0,2,0.0,0.0,0.0029,719,358,1077,0.6676,1157,5.21,12,329,140,0.62,29587.5,0.4255,3460,115,10.0,40.0,42.0,26.0,25.0,31.0,0
FFC0891,3 - FieldService,Technician,1,453,292,21,2,2,0.0464,0.0044,0.0044,833,415,1248,0.6675,961,5.55,15,566,331,0.72,29382.49,0.5848,5684,113,29.0,38.0,10.0,39.0,50.0,39.0,0
FGW0853,2 - Sales,Salesman,1,455,455,57,5,4,0.1253,0.011,0.0088,0,0,0,0.0,0,0.0,0,4663,2377,0.63,29720.76,0.5098,56052,112,162.0,25.0,35.0,20.0,40.0,39.0,0
FHO0630,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4993,2616,0.76,30227.6,0.5239,56052,217,162.0,28.0,44.0,23.0,12.0,26.0,0
FHS0837,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,186,0.0,29538.3,0.5519,3450,140,10.0,23.0,37.0,14.0,42.0,34.0,0
FIR0920,1 - Research,Scientist,1,439,439,0,0,2,0.0,0.0,0.0046,0,0,0,0.0,0,0.0,0,3006,1222,0.77,29875.66,0.4065,32870,96,95.0,40.0,11.0,44.0,20.0,27.0,0
FKB0163,1 - MarketAnalysis,Statistician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3032,1739,0.17,30057.0,0.5735,32870,218,95.0,39.0,35.0,25.0,39.0,22.0,0
FKK0055,1 - Research,Scientist,1,856,489,0,213,3,0.0,0.2488,0.0035,344,172,516,0.6667,601,4.73,11,4039,2216,0.81,30180.3,0.5487,46400,225,100.0,46.0,16.0,37.0,16.0,27.0,0
FLM0213,6 - Security,SecurityGuard,1,345,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4668,1806,0.38,30106.59,0.3869,49335,120,143.0,20.0,41.0,46.0,15.0,24.0,0
FMG0527,3 - FieldService,Technician,1,274,274,3,0,1,0.0109,0.0,0.0036,24,12,36,0.6667,23,11.5,12,790,331,0.76,29279.65,0.419,7832,83,29.01,43.0,38.0,35.0,38.0,28.0,1
FOB0756,3 - FieldService,Technician,1,912,567,0,159,2,0.0,0.1743,0.0022,309,154,463,0.6674,165,3.06,8,1242,741,0.53,30242.45,0.5966,12325,222,29.0,42.0,41.0,34.0,20.0,27.0,0
FPC0954,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,340,137,0.0,29271.44,0.4029,3460,64,10.0,22.0,25.0,50.0,20.0,27.0,0
FQA0854,2 - Sales,Salesman,1,351,351,0,0,6,0.0,0.0,0.0171,0,0,0,0.0,0,0.0,0,5005,2563,0.5,30148.99,0.5121,56052,193,162.0,41.0,38.0,30.0,34.0,26.0,0
FRB0023,2 - EmployeeRelations,HumanResourceSpecialist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3668,2181,0.74,29924.8,0.5946,39444,198,114.0,45.0,14.0,12.0,14.0,14.0,0
FRL0511,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1004,450,0.86,29554.82,0.4482,10005,72,29.0,20.0,30.0,47.0,20.0,30.0,0
FRR0832,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,174,0.98,30235.46,0.5179,3460,76,10.0,43.0,40.0,25.0,19.0,30.0,0
FSB0399,2 - SoftwareManagement,SoftwareEngineer,1,335,335,0,0,1,0.0,0.0,0.003,0,0,0,0.0,0,0.0,0,2924,1513,0.38,30114.28,0.5174,31825,244,95.0,23.0,22.0,15.0,37.0,26.0,0
FSC0601,2 - Sales,Salesman,1,324,324,0,0,2,0.0,0.0,0.0062,1263,629,1892,0.6675,653,3.2,12,4180,2082,0.2,30045.09,0.4981,49708,190,162.44,37.0,30.0,37.0,15.0,30.0,1
FTM0406,3 - Engineering,SystemsEngineer,1,249,249,3,0,1,0.012,0.0,0.004,36,18,54,0.6667,33,16.5,20,2136,1131,0.0,29977.92,0.5295,23277,202,94.62,31.0,15.0,38.0,16.0,34.0,1
FUM0015,6 - Security,Director,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,6114,3063,0.74,29969.43,0.501,65740,190,190.0,33.0,18.0,18.0,46.0,32.0,0
FWM0707,3 - Assembly,ProductionLineWorker,1,374,374,0,0,3,0.0,0.0,0.008,0,0,0,0.0,0,0.0,0,333,187,0.71,30052.59,0.5616,3460,119,10.0,50.0,36.0,35.0,18.0,34.0,0
FXF0957,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,335,165,0.41,30855.85,0.4925,3460,106,10.0,35.0,25.0,47.0,36.0,28.0,0
GAF0060,1 - Research,Mathematician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3031,1494,0.81,29962.31,0.4929,32870,115,95.0,41.0,16.0,39.0,25.0,22.0,0
GAF0570,2 - SoftwareManagement,SoftwareEngineer,1,633,366,0,0,21,0.0,0.0,0.0332,0,0,0,0.0,0,0.0,0,3003,1397,0.58,30082.54,0.4652,34600,172,100.0,31.0,15.0,38.0,46.0,35.0,0
GBM0603,2 - Sales,Salesman,1,322,322,0,0,1,0.0,0.0,0.0031,0,0,0,0.0,0,0.0,0,4673,2407,0.39,29701.45,0.5151,52164,211,162.0,39.0,42.0,42.0,24.0,37.0,0
GCC0744,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5063,2640,0.0,29928.08,0.5214,56052,206,162.0,35.0,42.0,15.0,25.0,31.0,0
GCC0945,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,184,0.23,29373.78,0.546,3460,94,10.0,30.0,39.0,18.0,25.0,27.0,0
GCG0951,3 - Assembly,ProductionLineWorker,1,656,379,0,0,2,0.0,0.0,0.003,0,0,0,0.0,0,0.0,0,375,186,0.51,29551.23,0.496,3460,76,10.0,33.0,33.0,25.0,19.0,44.0,0
