user,day,logon_count,off_hours_logons,distinct_pcs,usb_connects,off_hours_usb,files_copied_to_usb,sensitive_files_to_usb,total_emails_sent,external_emails_sent,total_attachments,total_email_size,http_requests,cloud_job_visits,role_encoded,department_encoded,supervisor_encoded,is_insider
BFH3103,2010-04-06,1,1,1,1.0,0.0,2.0,2.0,8.0,4.0,7.0,1327629.0,93.0,0.0,6,4,26,0
BMU1894,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,4.0,1.0,6.0,957030.0,43.0,3.0,0,3,5,0
BZL8931,2010-04-06,1,0,1,0.0,0.0,4.0,4.0,11.0,0.0,6.0,1241050.0,67.0,1.0,5,4,19,0
CCL9026,2010-04-06,2,2,1,0.0,0.0,1.0,1.0,5.0,0.0,4.0,1197294.0,83.0,3.0,6,2,26,0
COU3039,2010-04-06,3,3,2,0.0,0.0,0.0,0.0,6.0,1.0,7.0,1515252.0,80.0,3.0,2,4,11,0
COX0638,2010-04-06,1,0,1,0.0,0.0,10.0,6.0,10.0,3.0,9.0,1817647.0,68.0,1.0,2,5,1,0
CQZ8674,2010-04-06,1,0,1,1.0,0.0,3.0,1.0,5.0,2.0,10.0,3410472.0,71.0,3.0,2,5,15,0
CUR4388,2010-04-06,2,2,1,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1088635.0,59.0,2.0,8,4,9,0
CVC0519,2010-04-06,5,2,2,1.0,0.0,1.0,0.0,13.0,3.0,16.0,3664133.0,59.0,1.0,3,0,12,0
DHG6594,2010-04-06,1,1,2,0.0,0.0,0.0,0.0,8.0,2.0,13.0,3997003.0,61.0,1.0,8,5,19,0
DJY4258,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,13.0,3196292.0,39.0,2.0,11,2,26,0
DLS2023,2010-04-06,2,1,1,0.0,0.0,3.0,2.0,11.0,2.0,8.0,1882672.0,120.0,5.0,7,5,0,0
DNM3159,2010-04-06,1,0,1,0.0,0.0,14.0,7.0,6.0,3.0,5.0,669414.0,72.0,1.0,11,3,15,0
DON7838,2010-04-06,2,2,2,0.0,0.0,0.0,0.0,3.0,2.0,1.0,447900.0,41.0,2.0,10,6,24,0
DOO3709,2010-04-06,2,1,2,0.0,0.0,2.0,0.0,7.0,3.0,6.0,1632147.0,91.0,3.0,1,2,11,0
DPC6498,2010-04-06,2,3,2,0.0,0.0,11.0,7.0,8.0,1.0,12.0,2138780.0,116.0,2.0,11,6,26,0
DQV1058,2010-04-06,2,1,1,0.0,0.0,1.0,1.0,6.0,1.0,6.0,1660405.0,57.0,0.0,10,5,17,0
DXC7486,2010-04-06,2,0,2,0.0,0.0,3.0,1.0,12.0,3.0,7.0,1871193.0,46.0,0.0,10,2,21,0
DYK4823,2010-04-06,3,0,1,0.0,0.0,1.0,0.0,5.0,0.0,6.0,1583963.0,30.0,0.0,10,3,11,0
EEN0449,2010-04-06,1,0,1,0.0,0.0,2.0,0.0,9.0,4.0,9.0,2196211.0,24.0,1.0,10,3,3,0
EHP1536,2010-04-06,1,0,1,1.0,0.0,4.0,2.0,20.0,2.0,12.0,3853177.0,108.0,6.0,6,5,8,0
EIR1445,2010-04-06,1,1,1,0.0,0.0,1.0,0.0,9.0,5.0,8.0,2734794.0,119.0,10.0,3,4,11,0
ETS3545,2010-04-06,3,0,1,0.0,0.0,0.0,0.0,20.0,1.0,19.0,4626768.0,35.0,0.0,9,5,20,0
EYT8043,2010-04-06,2,1,2,0.0,0.0,6.0,3.0,5.0,0.0,8.0,1888354.0,92.0,1.0,7,2,1,0
FCN9756,2010-04-06,2,1,1,0.0,0.0,1.0,0.0,5.0,1.0,6.0,1601975.0,40.0,1.0,11,3,26,0
GGB1397,2010-04-06,2,1,1,0.0,0.0,1.0,0.0,8.0,3.0,5.0,1399463.0,82.0,2.0,3,3,4,0
GGZ7460,2010-04-06,2,2,4,0.0,0.0,2.0,1.0,11.0,6.0,10.0,2875565.0,100.0,2.0,2,6,9,0
GHR6302,2010-04-06,1,1,1,0.0,0.0,2.0,1.0,3.0,0.0,2.0,357896.0,52.0,0.0,11,2,9,0
GHU9488,2010-04-06,2,3,1,0.0,0.0,0.0,0.0,13.0,4.0,11.0,2786499.0,22.0,3.0,10,4,26,0
GRQ1397,2010-04-06,2,0,2,1.0,0.0,2.0,0.0,12.0,3.0,13.0,3396109.0,107.0,1.0,11,0,15,0
GUG7168,2010-04-06,2,0,1,0.0,0.0,2.0,0.0,9.0,1.0,7.0,1670796.0,127.0,2.0,7,5,1,0
GZI8020,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,13.0,1.0,21.0,4957527.0,51.0,0.0,0,2,16,0
HBA3736,2010-04-06,6,0,2,0.0,0.0,10.0,6.0,5.0,1.0,3.0,934387.0,49.0,2.0,11,2,1,0
HDA6776,2010-04-06,2,2,1,0.0,0.0,0.0,0.0,10.0,1.0,7.0,2011495.0,42.0,3.0,9,4,7,0
HLN2478,2010-04-06,5,0,2,0.0,0.0,0.0,0.0,3.0,2.0,3.0,586105.0,76.0,2.0,1,3,12,0
HLZ9923,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,10.0,1.0,6.0,1758833.0,90.0,4.0,11,5,4,0
HMR4907,2010-04-06,1,0,1,0.0,0.0,5.0,3.0,7.0,0.0,6.0,1437196.0,114.0,4.0,4,3,23,0
HVG7968,2010-04-06,2,0,1,0.0,0.0,1.0,0.0,17.0,2.0,11.0,3250574.0,93.0,1.0,8,3,15,0
IAC0900,2010-04-06,4,3,3,0.0,0.0,0.0,0.0,6.0,3.0,3.0,634602.0,114.0,2.0,0,0,4,0
ICP9160,2010-04-06,3,3,1,0.0,0.0,1.0,1.0,12.0,1.0,9.0,2359875.0,87.0,2.0,4,0,16,0
ICR6722,2010-04-06,1,1,1,0.0,0.0,7.0,4.0,7.0,0.0,7.0,1185269.0,39.0,0.0,11,2,25,0
IDI9618,2010-04-06,2,2,2,0.0,0.0,2.0,2.0,11.0,1.0,12.0,2805451.0,79.0,0.0,1,6,13,0
IFO6698,2010-04-06,1,0,1,0.0,0.0,2.0,0.0,10.0,2.0,7.0,1727791.0,55.0,1.0,11,6,20,0
IIY1438,2010-04-06,2,1,1,0.0,0.0,1.0,0.0,10.0,2.0,6.0,1360358.0,63.0,1.0,6,4,23,0
IVL8082,2010-04-06,3,1,1,0.0,0.0,1.0,1.0,5.0,1.0,1.0,353258.0,128.0,6.0,9,4,12,0
JDE8246,2010-04-06,1,0,1,1.0,0.0,6.0,4.0,10.0,2.0,4.0,1407527.0,77.0,0.0,3,2,23,0
JMM0438,2010-04-06,2,3,2,0.0,0.0,9.0,4.0,10.0,3.0,12.0,3079864.0,128.0,8.0,6,1,8,0
JPS8745,2010-04-06,6,5,2,0.0,0.0,2.0,0.0,12.0,0.0,12.0,3124922.0,63.0,3.0,11,0,12,0
JVA8961,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1760831.0,83.0,2.0,4,2,20,0
JXM6997,2010-04-06,3,0,1,0.0,0.0,6.0,2.0,15.0,6.0,15.0,3642722.0,83.0,2.0,7,2,15,0
KFW8041,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1895241.0,28.0,1.0,2,1,19,0
KIX3704,2010-04-06,3,1,2,2.0,0.0,2.0,0.0,7.0,2.0,5.0,1405336.0,52.0,6.0,5,1,24,0
KJX0944,2010-04-06,2,1,1,0.0,0.0,10.0,5.0,8.0,3.0,5.0,1444122.0,72.0,4.0,8,0,8,0
KVI1669,2010-04-06,2,1,1,0.0,0.0,0.0,0.0,7.0,0.0,8.0,2159513.0,37.0,1.0,5,4,17,0
KYR0991,2010-04-06,4,0,1,0.0,0.0,0.0,0.0,3.0,0.0,2.0,561634.0,118.0,8.0,5,6,8,0
LDO0211,2010-04-06,4,5,2,0.0,0.0,6.0,1.0,6.0,3.0,2.0,468708.0,40.0,1.0,4,4,8,0
LGT9691,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,6.0,5.0,5.0,1354522.0,49.0,0.0,4,3,21,0
LJE6857,2010-04-06,5,3,2,0.0,0.0,5.0,2.0,16.0,1.0,15.0,4521272.0,99.0,1.0,9,2,21,0
LME4168,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,14.0,1.0,22.0,5097387.0,40.0,1.0,5,2,14,0
LMQ7847,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,10.0,4.0,10.0,2573767.0,118.0,0.0,5,0,19,0
LRR4710,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,11.0,0.0,5.0,1759376.0,95.0,2.0,6,4,3,0
LWC6973,2010-04-06,2,0,1,0.0,0.0,1.0,1.0,7.0,2.0,7.0,1808136.0,43.0,2.0,11,3,5,0
LYE5717,2010-04-06,1,2,2,0.0,0.0,0.0,0.0,14.0,5.0,13.0,3176154.0,97.0,2.0,7,0,15,0
MAP5551,2010-04-06,6,8,1,0.0,0.0,3.0,2.0,10.0,4.0,8.0,2093484.0,87.0,2.0,2,2,10,0
MDR4757,2010-04-06,4,1,1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1142505.0,102.0,2.0,3,1,4,0
MGI5307,2010-04-06,1,1,1,2.0,0.0,0.0,0.0,16.0,6.0,17.0,4656475.0,99.0,4.0,1,1,17,0
MLE3810,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,9.0,3.0,9.0,2435440.0,92.0,7.0,6,4,19,0
MNL1438,2010-04-06,2,0,2,0.0,0.0,1.0,1.0,8.0,3.0,10.0,2723380.0,90.0,5.0,5,3,15,0
MSH7807,2010-04-06,1,0,1,0.0,0.0,2.0,0.0,13.0,6.0,14.0,3628142.0,59.0,2.0,1,4,12,0
MUB0827,2010-04-06,4,3,1,0.0,0.0,4.0,3.0,4.0,1.0,2.0,483377.0,93.0,2.0,4,4,15,0
NBM1814,2010-04-06,3,2,1,0.0,0.0,5.0,2.0,13.0,0.0,8.0,2428596.0,97.0,4.0,5,6,27,0
NDV4503,2010-04-06,2,4,1,0.0,0.0,4.0,1.0,11.0,2.0,10.0,2504916.0,92.0,2.0,2,5,4,0
NHY9248,2010-04-06,1,1,1,0.0,0.0,2.0,1.0,5.0,0.0,2.0,290684.0,107.0,3.0,9,4,17,0
NJE9267,2010-04-06,2,0,2,0.0,0.0,8.0,4.0,7.0,3.0,6.0,1240131.0,86.0,4.0,1,6,9,0
NJT3274,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,4.0,0.0,4.0,1053564.0,94.0,4.0,4,3,9,0
NRI9556,2010-04-06,2,0,1,0.0,0.0,1.0,0.0,7.0,1.0,7.0,2064445.0,114.0,7.0,7,6,3,0
NRU3936,2010-04-06,3,0,1,1.0,0.0,1.0,0.0,9.0,0.0,11.0,1546130.0,43.0,1.0,7,5,4,0
ODH5540,2010-04-06,1,0,1,0.0,0.0,1.0,0.0,4.0,0.0,4.0,1156793.0,43.0,0.0,1,4,17,0
OEM8566,2010-04-06,3,1,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,106919.0,92.0,2.0,8,6,23,0
OET6830,2010-04-06,1,0,2,0.0,0.0,1.0,0.0,8.0,0.0,10.0,2073473.0,81.0,1.0,3,3,25,0
OLL2272,2010-04-06,3,0,3,0.0,0.0,1.0,0.0,4.0,0.0,2.0,608943.0,78.0,1.0,10,5,3,0
OLN5687,2010-04-06,2,5,1,1.0,0.0,1.0,1.0,7.0,4.0,13.0,3403190.0,25.0,0.0,1,1,17,0
OMU2669,2010-04-06,3,0,1,0.0,0.0,0.0,0.0,7.0,3.0,8.0,1799230.0,70.0,2.0,8,6,26,0
OQO5535,2010-04-06,1,0,1,0.0,0.0,1.0,0.0,5.0,0.0,2.0,920406.0,90.0,2.0,11,4,25,0
OYC3975,2010-04-06,1,1,1,0.0,0.0,3.0,0.0,3.0,1.0,1.0,510212.0,94.0,0.0,7,5,5,0
PAJ4367,2010-04-06,5,1,2,0.0,0.0,7.0,5.0,12.0,4.0,11.0,3256128.0,99.0,2.0,11,3,4,0
PGI3675,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,13.0,4.0,11.0,2987538.0,97.0,3.0,0,6,26,0
PJY0876,2010-04-06,2,0,1,0.0,0.0,1.0,0.0,15.0,5.0,9.0,2971538.0,74.0,0.0,5,0,6,0
PPH0228,2010-04-06,2,0,2,0.0,0.0,0.0,0.0,12.0,4.0,12.0,3047664.0,102.0,3.0,0,0,13,0
PUQ6424,2010-04-06,1,1,1,0.0,0.0,0.0,0.0,10.0,2.0,9.0,2414234.0,93.0,2.0,2,3,4,0
QCT4158,2010-04-06,1,0,1,1.0,0.0,5.0,1.0,10.0,0.0,14.0,4006074.0,93.0,3.0,9,5,14,0
QHQ5150,2010-04-06,1,0,1,0.0,0.0,2.0,1.0,10.0,3.0,5.0,1142615.0,81.0,3.0,2,5,27,0
QOY4162,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,11.0,1.0,7.0,1512867.0,42.0,1.0,6,3,18,0
QSC3123,2010-04-06,1,0,1,1.0,0.0,2.0,1.0,15.0,0.0,12.0,3252053.0,47.0,2.0,9,4,25,0
QUT1345,2010-04-06,2,1,1,0.0,0.0,2.0,0.0,12.0,6.0,11.0,2531915.0,78.0,5.0,1,3,12,0
RCE5876,2010-04-06,1,0,2,0.0,0.0,1.0,0.0,14.0,4.0,17.0,3926804.0,115.0,5.0,8,6,1,0
RLI6273,2010-04-06,4,2,2,0.0,0.0,0.0,0.0,6.0,3.0,9.0,2193429.0,107.0,4.0,1,4,22,0
RUT1946,2010-04-06,1,0,1,2.0,0.0,7.0,4.0,14.0,3.0,15.0,4004099.0,38.0,1.0,9,2,23,0
SBF1746,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,11.0,5.0,7.0,1324154.0,106.0,8.0,7,6,22,0
SDT4191,2010-04-06,3,0,1,1.0,0.0,6.0,5.0,11.0,4.0,12.0,3111736.0,36.0,0.0,0,0,14,0
SEX5010,2010-04-06,4,1,1,0.0,0.0,1.0,1.0,15.0,4.0,15.0,4412811.0,95.0,3.0,10,6,12,0
SHV5792,2010-04-06,3,0,1,3.0,0.0,1.0,1.0,5.0,0.0,8.0,2442366.0,120.0,6.0,7,1,7,0
SSY7686,2010-04-06,2,3,1,0.0,0.0,3.0,2.0,7.0,2.0,4.0,973887.0,78.0,3.0,5,2,13,0
TPH4125,2010-04-06,3,1,1,0.0,0.0,4.0,3.0,10.0,8.0,10.0,3021427.0,97.0,1.0,1,5,27,0
TPY8677,2010-04-06,2,2,1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,94516.0,57.0,0.0,3,5,8,0
TTJ2624,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,10.0,4.0,10.0,3091521.0,97.0,0.0,9,6,22,0
TTS7860,2010-04-06,1,0,2,0.0,0.0,1.0,1.0,10.0,0.0,6.0,1577262.0,119.0,3.0,11,5,9,0
TVL8047,2010-04-06,2,0,2,0.0,0.0,6.0,2.0,7.0,1.0,4.0,1659339.0,85.0,3.0,2,4,12,0
TWU8511,2010-04-06,4,2,1,4.0,0.0,0.0,0.0,7.0,0.0,6.0,1171852.0,58.0,5.0,8,2,26,0
UBE4939,2010-04-06,2,1,1,0.0,0.0,3.0,1.0,6.0,1.0,8.0,1820353.0,61.0,4.0,1,0,18,0
UEH9251,2010-04-06,4,2,1,0.0,0.0,1.0,1.0,13.0,1.0,7.0,1585676.0,42.0,2.0,8,0,10,0
UKR6395,2010-04-06,2,1,2,1.0,0.0,1.0,0.0,4.0,1.0,10.0,3158808.0,41.0,2.0,2,2,13,0
ULT2722,2010-04-06,4,2,1,0.0,0.0,1.0,1.0,5.0,3.0,4.0,479191.0,56.0,0.0,4,0,25,0
UQK8227,2010-04-06,2,4,2,1.0,0.0,1.0,0.0,4.0,2.0,6.0,1488807.0,66.0,2.0,0,3,11,0
USS4618,2010-04-06,3,3,1,0.0,0.0,4.0,2.0,3.0,1.0,4.0,506901.0,121.0,3.0,0,5,11,0
UUU6648,2010-04-06,2,3,2,0.0,0.0,4.0,1.0,10.0,0.0,6.0,1797471.0,69.0,2.0,0,6,16,0
VBL5911,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,7.0,1.0,13.0,2460793.0,54.0,0.0,11,3,14,0
VBW2813,2010-04-06,1,1,1,0.0,0.0,2.0,1.0,3.0,0.0,1.0,482816.0,40.0,1.0,3,6,15,0
VDL1237,2010-04-06,8,5,1,0.0,0.0,6.0,2.0,12.0,0.0,14.0,4078446.0,61.0,0.0,4,6,10,0
VFU0073,2010-04-06,1,1,1,0.0,0.0,0.0,0.0,17.0,2.0,18.0,4952472.0,99.0,0.0,9,6,8,0
VIZ5045,2010-04-06,2,2,1,0.0,0.0,0.0,0.0,2.0,1.0,2.0,492101.0,68.0,6.0,0,3,1,0
VKX2883,2010-04-06,1,0,2,0.0,0.0,2.0,0.0,12.0,2.0,9.0,2061926.0,99.0,6.0,10,2,6,0
VNI5142,2010-04-06,1,1,1,0.0,0.0,1.0,0.0,11.0,3.0,10.0,2539137.0,131.0,4.0,8,6,22,0
VVU9026,2010-04-06,1,1,1,0.0,0.0,4.0,2.0,12.0,5.0,6.0,2270781.0,39.0,5.0,11,1,11,0
VVY1052,2010-04-06,1,0,1,0.0,0.0,7.0,3.0,11.0,0.0,11.0,2376482.0,99.0,5.0,2,2,15,0
VXF8934,2010-04-06,5,0,1,0.0,0.0,0.0,0.0,6.0,3.0,7.0,1350109.0,125.0,6.0,4,0,22,0
WAR1091,2010-04-06,2,0,1,0.0,0.0,0.0,0.0,7.0,1.0,5.0,993723.0,63.0,3.0,7,5,27,0
WBM5944,2010-04-06,6,4,1,7.0,1.0,18.0,16.0,14.0,4.0,17.0,3618408.0,34.0,6.0,6,4,25,1
WLH0216,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,239326.0,134.0,3.0,5,0,8,0
WOC7649,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,11.0,0.0,8.0,2262772.0,126.0,2.0,4,1,8,0
WVH6316,2010-04-06,3,1,1,0.0,0.0,0.0,0.0,4.0,1.0,1.0,185643.0,74.0,4.0,9,3,15,0
XDT1792,2010-04-06,6,4,2,0.0,0.0,4.0,0.0,7.0,2.0,3.0,1051547.0,98.0,2.0,5,3,6,0
XGF2493,2010-04-06,3,3,1,0.0,0.0,2.0,1.0,19.0,1.0,23.0,5656315.0,56.0,1.0,2,5,23,0
XGZ9360,2010-04-06,2,2,1,0.0,0.0,0.0,0.0,6.0,1.0,2.0,872419.0,100.0,1.0,2,1,0,0
XHL6619,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,11.0,1.0,6.0,1572303.0,85.0,0.0,2,6,13,0
XTJ9675,2010-04-06,1,1,1,0.0,0.0,0.0,0.0,16.0,1.0,18.0,4265644.0,24.0,0.0,0,3,2,0
XXP1655,2010-04-06,3,2,2,0.0,0.0,0.0,0.0,15.0,2.0,15.0,3885640.0,88.0,2.0,8,5,25,0
YAE2296,2010-04-06,2,2,1,0.0,0.0,2.0,1.0,13.0,6.0,18.0,5685709.0,115.0,5.0,6,1,16,0
YDM6963,2010-04-06,2,3,3,0.0,0.0,1.0,0.0,10.0,2.0,8.0,1952778.0,122.0,2.0,3,0,7,0
YIO5206,2010-04-06,2,2,2,0.0,0.0,1.0,1.0,9.0,5.0,10.0,2545841.0,46.0,1.0,3,0,26,0
YLE8326,2010-04-06,4,0,1,0.0,0.0,2.0,2.0,4.0,0.0,7.0,2438203.0,38.0,0.0,4,2,9,0
YNX1016,2010-04-06,4,2,1,0.0,0.0,1.0,1.0,10.0,3.0,13.0,3220802.0,125.0,3.0,0,6,27,0
YST5811,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,12.0,3.0,14.0,3884116.0,126.0,0.0,5,0,2,0
ZDH5063,2010-04-06,5,4,1,0.0,0.0,8.0,1.0,14.0,2.0,9.0,2820067.0,67.0,5.0,10,2,7,0
ZFG0374,2010-04-06,1,0,2,0.0,0.0,3.0,2.0,7.0,1.0,5.0,1133454.0,87.0,2.0,3,0,24,0
ZFH4085,2010-04-06,2,1,1,0.0,0.0,2.0,2.0,8.0,0.0,3.0,743042.0,72.0,2.0,3,6,26,0
ZHD4885,2010-04-06,2,0,2,0.0,0.0,5.0,1.0,5.0,1.0,7.0,1391055.0,64.0,2.0,6,4,19,0
ZIF9528,2010-04-06,2,0,1,0.0,0.0,2.0,1.0,12.0,3.0,15.0,3082815.0,31.0,0.0,3,5,16,0
ZPL3468,2010-04-06,4,3,1,0.0,0.0,0.0,0.0,5.0,1.0,5.0,844246.0,35.0,0.0,2,4,5,0
ZRK4063,2010-04-06,1,0,1,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1407056.0,40.0,2.0,0,4,26,0
ZUI9718,2010-04-06,1,0,1,2.0,0.0,1.0,0.0,10.0,1.0,7.0,1723535.0,114.0,6.0,10,5,27,0
ZWA2339,2010-04-06,1,0,1,0.0,0.0,1.0,1.0,6.0,2.0,7.0,2014177.0,47.0,1.0,1,0,26,0
ZWV4627,2010-04-06,1,0,1,0.0,0.0,5.0,4.0,8.0,2.0,9.0,2334011.0,54.0,3.0,2,6,19,0
ADB8311,2010-04-07,2,0,1,0.0,0.0,1.0,1.0,9.0,1.0,4.0,1247283.0,121.0,5.0,8,0,8,0
ADG1145,2010-04-07,1,0,1,1.0,0.0,3.0,3.0,14.0,4.0,17.0,4434002.0,29.0,0.0,7,0,27,0
ASC7389,2010-04-07,2,3,2,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1778918.0,107.0,1.0,4,1,25,0
ATM7194,2010-04-07,4,1,1,0.0,0.0,2.0,0.0,9.0,4.0,4.0,1050741.0,27.0,1.0,3,1,8,0
AUI6616,2010-04-07,4,4,1,0.0,0.0,1.0,0.0,13.0,7.0,12.0,2467373.0,95.0,0.0,0,5,23,0
AYY2409,2010-04-07,2,1,1,1.0,0.0,0.0,0.0,11.0,2.0,3.0,941200.0,131.0,4.0,10,5,7,0
AZE5960,2010-04-07,1,0,1,0.0,0.0,0.0,0.0,9.0,2.0,7.0,2096924.0,98.0,2.0,10,5,26,0
BFH3103,2010-04-07,1,0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,624124.0,114.0,0.0,6,4,26,0
BMU1894,2010-04-07,1,0,1,0.0,0.0,1.0,0.0,7.0,4.0,4.0,985757.0,55.0,0.0,0,3,5,0
BZL8931,2010-04-07,1,0,1,0.0,0.0,0.0,0.0,10.0,3.0,9.0,2667648.0,74.0,2.0,5,4,19,0
CCL9026,2010-04-07,3,0,1,0.0,0.0,4.0,1.0,8.0,0.0,10.0,2892057.0,64.0,5.0,6,2,26,0
COU3039,2010-04-07,3,5,3,0.0,0.0,1.0,0.0,5.0,0.0,5.0,1634750.0,76.0,2.0,2,4,11,0
COX0638,2010-04-07,1,0,1,0.0,0.0,3.0,0.0,15.0,6.0,13.0,3866992.0,70.0,0.0,2,5,1,0
CQZ8674,2010-04-07,2,0,1,3.0,0.0,5.0,3.0,5.0,1.0,7.0,1015544.0,59.0,4.0,2,5,15,0
CUR4388,2010-04-07,1,0,1,0.0,0.0,3.0,1.0,8.0,4.0,4.0,1304837.0,52.0,3.0,8,4,9,0
CVC0519,2010-04-07,4,3,1,0.0,0.0,1.0,1.0,7.0,1.0,7.0,1462989.0,43.0,0.0,3,0,12,0
DHG6594,2010-04-07,1,0,2,0.0,0.0,1.0,1.0,3.0,1.0,5.0,1354298.0,71.0,2.0,8,5,19,0
DJY4258,2010-04-07,3,0,1,0.0,0.0,0.0,0.0,9.0,0.0,12.0,2425005.0,43.0,0.0,11,2,26,0
DLS2023,2010-04-07,4,5,1,0.0,0.0,3.0,2.0,15.0,1.0,9.0,2592346.0,104.0,4.0,7,5,0,0
DNM3159,2010-04-07,1,0,1,1.0,0.0,15.0,5.0,11.0,4.0,11.0,3163137.0,77.0,2.0,11,3,15,0
DON7838,2010-04-07,1,1,1,0.0,0.0,2.0,1.0,2.0,2.0,3.0,506827.0,33.0,0.0,10,6,24,0
DOO3709,2010-04-07,1,0,1,0.0,0.0,0.0,0.0,6.0,1.0,11.0,2376021.0,100.0,3.0,1,2,11,0
DPC6498,2010-04-07,1,0,1,0.0,0.0,5.0,2.0,12.0,3.0,5.0,2134258.0,118.0,5.0,11,6,26,0
DQV1058,2010-04-07,2,0,1,0.0,0.0,1.0,0.0,3.0,1.0,6.0,2139055.0,40.0,1.0,10,5,17,0
DXC7486,2010-04-07,2,2,1,0.0,0.0,1.0,1.0,5.0,2.0,7.0,581194.0,40.0,3.0,10,2,21,0
DYK4823,2010-04-07,3,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21543.0,22.0,0.0,10,3,11,0
EEN0449,2010-04-07,1,0,1,0.0,0.0,2.0,1.0,11.0,1.0,9.0,2677450.0,31.0,1.0,10,3,3,0
EHP1536,2010-04-07,2,1,1,0.0,0.0,2.0,1.0,12.0,1.0,7.0,2236587.0,119.0,3.0,6,5,8,0
EIR1445,2010-04-07,1,0,1,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1789939.0,131.0,10.0,3,4,11,0
ETS3545,2010-04-07,3,2,1,0.0,0.0,0.0,0.0,11.0,0.0,12.0,3916497.0,29.0,1.0,9,5,20,0
EYT8043,2010-04-07,5,4,1,0.0,0.0,4.0,1.0,5.0,0.0,6.0,1880379.0,103.0,1.0,7,2,1,0
FCN9756,2010-04-07,3,4,1,0.0,0.0,0.0,0.0,8.0,2.0,8.0,1956757.0,32.0,0.0,11,3,26,0
GGB1397,2010-04-07,3,1,2,0.0,0.0,0.0,0.0,9.0,2.0,10.0,2137229.0,92.0,3.0,3,3,4,0
GGZ7460,2010-04-07,1,1,1,0.0,0.0,1.0,1.0,8.0,4.0,4.0,810310.0,104.0,2.0,2,6,9,0
GHR6302,2010-04-07,1,0,1,0.0,0.0,1.0,0.0,7.0,1.0,7.0,1814180.0,56.0,4.0,11,2,9,0
GHU9488,2010-04-07,2,2,1,0.0,0.0,0.0,0.0,10.0,6.0,10.0,3334433.0,26.0,3.0,10,4,26,0
GRQ1397,2010-04-07,1,0,1,2.0,0.0,6.0,1.0,10.0,4.0,14.0,4152316.0,84.0,3.0,11,0,15,0
GUG7168,2010-04-07,2,0,3,1.0,0.0,1.0,0.0,5.0,1.0,6.0,1113171.0,123.0,6.0,7,5,1,0
GZI8020,2010-04-07,2,1,1,0.0,0.0,1.0,0.0,9.0,0.0,12.0,3774888.0,53.0,1.0,0,2,16,0
HBA3736,2010-04-07,3,3,2,0.0,0.0,6.0,4.0,12.0,2.0,10.0,3994390.0,44.0,1.0,11,2,1,0
HDA6776,2010-04-07,5,2,1,0.0,0.0,0.0,0.0,4.0,2.0,3.0,918555.0,40.0,0.0,9,4,7,0
HLN2478,2010-04-07,2,0,1,0.0,0.0,2.0,0.0,4.0,1.0,3.0,973159.0,61.0,0.0,1,3,12,0
HLZ9923,2010-04-07,1,0,1,0.0,0.0,1.0,1.0,8.0,1.0,2.0,563419.0,107.0,6.0,11,5,4,0
HMR4907,2010-04-07,1,0,1,0.0,0.0,3.0,0.0,2.0,1.0,2.0,563211.0,100.0,4.0,4,3,23,0
HVG7968,2010-04-07,4,3,2,1.0,0.0,1.0,1.0,11.0,1.0,13.0,2725815.0,123.0,6.0,8,3,15,0
IAC0900,2010-04-07,2,1,1,1.0,0.0,1.0,0.0,2.0,2.0,2.0,520926.0,119.0,4.0,0,0,4,0
ICP9160,2010-04-07,2,1,1,0.0,0.0,3.0,2.0,10.0,0.0,10.0,2072621.0,105.0,3.0,4,0,16,0
ICR6722,2010-04-07,1,0,1,0.0,0.0,7.0,3.0,7.0,1.0,3.0,1107304.0,46.0,0.0,11,2,25,0
