logon_count,off_hours_logons,distinct_pcs,usb_connects,off_hours_usb,files_copied_to_usb,sensitive_files_to_usb,total_emails_sent,external_emails_sent,total_attachments,total_email_size,http_requests,cloud_job_visits,role_encoded,department_encoded,supervisor_encoded,user,day,is_insider,historical_events_proxy
1,1,1,2.0,0.0,0.0,0.0,9.0,0.0,8.0,259230.0,101.0,2.0,35,11,56,IUB0565,2010-10-18,1,1096.0
1,0,1,0.0,0.0,0.0,0.0,14.0,1.0,3.0,510123.0,143.0,0.0,34,21,17,NAF0033,2010-07-07,0,670.0
2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27128.0,10.0,0.0,30,12,54,JJH0292,2011-04-15,0,328.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24930.0,10.0,0.0,30,12,4,MLG0475,2011-01-25,0,254.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35752.0,10.0,0.0,30,12,54,IJM0139,2010-09-17,0,158.0
2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21992.0,10.0,0.0,30,12,50,CJP0952,2011-03-15,0,142.0
1,0,1,6.0,0.0,11.0,9.0,15.0,4.0,0.0,399170.0,162.0,0.0,32,10,7,KRL0501,2010-12-27,1,1857.0
2,0,2,9.0,0.0,0.0,0.0,14.0,1.0,9.0,416423.0,135.0,1.0,22,10,21,LCB0664,2010-07-06,0,619.0
3,0,2,1.0,0.0,4.0,2.0,3.0,3.0,5.0,80883.0,16.0,2.0,30,12,50,TNM0961,2010-10-20,1,449.0
1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18540.0,10.0,0.0,30,12,54,EGD0132,2010-09-29,0,533.0
2,1,1,0.0,0.0,0.0,0.0,9.0,7.0,5.0,329981.0,95.0,5.0,35,11,39,ADC0391,2010-11-09,0,884.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,0.0,321351.0,95.0,0.0,40,14,49,SSR0278,2010-07-12,0,712.0
1,0,1,0.0,0.0,0.0,0.0,9.0,6.0,0.0,257662.0,95.0,0.0,23,14,0,RMS0266,2010-02-04,0,103.0
1,0,1,0.0,0.0,0.0,0.0,14.0,4.0,13.0,365857.0,162.0,0.0,32,10,7,CWR0502,2010-03-24,0,429.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17105.0,10.0,0.0,30,12,4,ORB0473,2010-10-22,0,207.0
1,0,1,0.0,0.0,0.0,0.0,15.0,3.0,0.0,415483.0,162.0,0.0,32,10,47,COM0321,2011-05-10,0,2131.0
1,0,1,6.0,0.0,3.0,3.0,9.0,7.0,2.0,259500.0,95.0,3.0,14,14,28,NWT0098,2011-04-01,1,1886.0
1,0,1,0.0,0.0,0.0,0.0,15.0,4.0,0.0,487065.0,162.0,1.0,32,10,7,DBW0483,2011-01-12,0,1047.0
1,1,1,0.0,0.0,0.0,0.0,3.0,3.0,1.0,103270.0,29.0,0.0,39,15,35,BCM0653,2010-03-31,0,149.0
1,0,1,0.0,0.0,0.0,0.0,9.0,9.0,0.0,301329.0,95.0,3.0,35,11,56,JNA0559,2010-09-01,0,754.0
1,0,1,0.0,0.0,0.0,0.0,9.0,1.0,6.0,274302.0,95.0,4.0,6,11,56,DAG0558,2010-04-15,0,354.0
1,0,1,0.0,0.0,0.0,0.0,15.0,3.0,3.0,414567.0,162.0,0.0,32,10,46,CQH0730,2010-11-01,0,746.0
1,0,1,0.0,0.0,0.0,0.0,15.0,13.0,10.0,421194.0,162.0,0.0,32,10,47,MSZ0310,2011-04-27,0,2292.0
1,0,1,0.0,0.0,0.0,0.0,9.0,6.0,3.0,280505.0,95.0,1.0,33,5,57,HBB0056,2011-03-01,0,1103.0
2,0,2,0.0,0.0,0.0,0.0,11.0,10.0,10.0,312372.0,114.0,14.0,17,21,26,KJP0371,2011-04-18,0,3247.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,0.0,251165.0,95.0,0.0,24,5,38,UCS0227,2011-03-18,0,1632.0
1,0,1,5.0,0.0,3.0,3.0,1.0,0.0,0.0,21000.0,10.0,0.0,30,12,54,EGD0132,2010-09-08,1,482.0
1,0,1,5.0,0.0,4.0,3.0,9.0,6.0,1.0,315958.0,95.0,0.0,14,14,28,NWT0098,2011-04-05,1,1904.0
2,0,2,0.0,0.0,0.0,0.0,15.0,3.0,11.0,447637.0,162.0,0.0,32,10,67,JAD0609,2010-11-12,0,1089.0
1,0,1,0.0,0.0,0.0,0.0,11.0,6.0,9.0,366221.0,114.0,0.0,1,17,63,JOL0024,2010-11-17,0,696.0
1,0,1,0.0,0.0,0.0,0.0,3.0,3.0,3.0,93803.0,29.0,2.0,39,15,9,NMG0766,2010-10-04,0,247.0
1,1,1,0.0,0.0,0.0,0.0,9.0,5.0,0.0,290063.0,95.0,1.0,40,14,49,HCL0113,2011-01-28,0,1225.0
1,0,1,2.0,0.0,0.0,0.0,16.0,6.0,17.0,434648.0,162.0,4.0,32,10,7,XHW0498,2010-09-21,1,1641.0
1,1,1,0.0,0.0,0.0,0.0,9.0,3.0,3.0,311875.0,95.0,4.0,35,11,61,TMA0069,2010-03-04,0,187.0
2,0,1,3.0,0.0,5.0,5.0,15.0,9.0,3.0,450173.0,170.0,0.0,32,10,47,ABC0174,2010-11-11,1,2162.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29543.0,10.0,0.0,30,12,50,CFG0959,2010-06-17,0,27.0
1,0,1,0.0,0.0,0.0,0.0,17.0,2.0,4.0,484431.0,190.0,1.0,5,14,19,CNE0352,2010-07-19,0,805.0
1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,3.0,74872.0,29.0,2.0,39,15,11,SLT0907,2010-04-13,0,154.0
1,0,1,0.0,0.0,0.0,0.0,8.0,5.0,3.0,273464.0,95.0,0.0,10,14,22,DBG0261,2010-06-03,0,294.0
1,0,1,2.0,0.0,0.0,0.0,3.0,2.0,4.0,98072.0,32.0,1.0,39,15,12,AAF0535,2010-07-12,1,331.0
1,1,1,0.0,0.0,0.0,0.0,5.0,2.0,0.0,167968.0,95.0,0.0,25,7,27,TTD1000,2010-03-15,0,297.0
1,0,1,9.0,0.0,3.0,3.0,11.0,8.0,9.0,276043.0,114.0,0.0,1,2,18,DRR0162,2010-12-28,1,1459.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36741.0,10.0,0.0,30,12,50,CSL0949,2010-04-01,0,32.0
2,2,2,0.0,0.0,0.0,0.0,11.0,9.0,0.0,387811.0,114.0,11.0,17,21,26,SOB0360,2010-05-19,0,912.0
1,0,1,1.0,0.0,4.0,4.0,9.0,2.0,2.0,264985.0,100.0,4.0,28,5,52,DAL0673,2010-08-18,0,699.0
1,1,1,2.0,0.0,0.0,0.0,9.0,8.0,1.0,327669.0,101.0,8.0,35,11,39,IKR0401,2010-12-30,1,1488.0
1,1,1,0.0,0.0,0.0,0.0,9.0,6.0,0.0,313949.0,95.0,0.0,33,5,38,SRS0231,2010-03-03,0,194.0
2,1,1,2.0,1.0,0.0,0.0,9.0,6.0,9.0,279719.0,100.0,1.0,33,5,45,RAW0915,2010-03-22,0,327.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27353.0,10.0,0.0,30,12,3,PTH0830,2011-05-10,0,598.0
1,0,1,1.0,0.0,3.0,2.0,9.0,2.0,1.0,345369.0,97.0,4.0,7,11,61,CCL0068,2011-01-21,1,1466.0
2,0,1,0.0,0.0,0.0,0.0,14.0,3.0,14.0,350144.0,162.0,0.0,32,10,46,MLD0755,2010-11-09,0,1518.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,4.0,33607.0,10.0,0.0,30,12,65,NSC0597,2010-12-06,0,305.0
1,0,1,3.0,0.0,3.0,2.0,1.0,0.0,0.0,40150.0,19.0,1.0,30,12,1,RAR0725,2010-07-14,1,278.0
1,1,1,2.0,0.0,0.0,0.0,11.0,6.0,17.0,280365.0,120.0,0.0,2,8,62,VSS0154,2010-09-07,1,952.0
1,0,1,0.0,0.0,0.0,0.0,5.0,2.0,0.0,148342.0,48.0,0.0,0,0,16,LHN0151,2011-03-28,0,597.0
1,1,1,3.0,0.0,5.0,5.0,11.0,9.0,3.0,317222.0,96.0,0.0,10,14,49,DIB0285,2010-08-19,1,945.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,0.0,226095.0,95.0,2.0,28,5,36,BMC0547,2010-09-10,0,809.0
2,0,1,0.0,0.0,0.0,0.0,7.0,7.0,2.0,199086.0,95.0,0.0,6,11,14,IRM0931,2011-03-16,0,3395.0
1,1,1,1.0,0.0,3.0,2.0,9.0,8.0,1.0,274358.0,95.0,0.0,35,11,56,IUB0565,2010-04-09,0,365.0
2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24826.0,9.0,0.0,30,12,4,IKP0472,2010-07-19,0,492.0
2,2,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,15869.0,11.0,1.0,30,12,50,MAR0955,2011-02-08,1,159.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,1.0,306970.0,95.0,13.0,24,5,41,DLF0377,2011-03-17,0,890.0
1,1,1,2.0,0.0,0.0,0.0,14.0,3.0,7.0,451007.0,119.0,0.0,2,8,62,VSS0154,2010-09-24,1,1033.0
1,1,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29675.0,12.0,0.0,30,12,54,PNL0301,2010-06-18,1,311.0
1,0,1,2.0,0.0,5.0,5.0,9.0,4.0,2.0,293046.0,102.0,4.0,14,14,28,NWT0098,2011-02-17,1,1664.0
1,0,1,0.0,0.0,0.0,0.0,15.0,13.0,2.0,467824.0,162.0,0.0,32,10,46,EZH0736,2010-09-07,0,696.0
1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,0.0,116554.0,29.0,2.0,39,15,35,KNW0644,2011-01-26,0,601.0
1,0,1,0.0,0.0,0.0,0.0,9.0,4.0,0.0,264777.0,95.0,0.0,33,5,57,HBB0056,2011-01-12,0,964.0
2,0,1,0.0,0.0,0.0,0.0,9.0,4.0,5.0,277238.0,90.0,1.0,24,5,41,MPT0376,2010-10-14,0,1292.0
1,1,1,0.0,0.0,0.0,0.0,9.0,0.0,1.0,230146.0,95.0,0.0,7,11,61,KPC0073,2010-07-13,1,404.0
2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37469.0,10.0,1.0,30,12,4,RAM0447,2011-03-03,0,341.0
1,0,1,0.0,0.0,0.0,0.0,10.0,6.0,7.0,290221.0,162.0,0.0,32,10,47,WBC0315,2010-12-30,0,1272.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36329.0,10.0,0.0,30,12,50,NMB0972,2011-01-06,0,125.0
1,0,1,3.0,0.0,1.0,1.0,10.0,4.0,2.0,283523.0,105.0,7.0,7,11,61,CCL0068,2010-12-30,1,1390.0
1,0,1,0.0,0.0,0.0,0.0,18.0,1.0,4.0,555627.0,190.0,15.0,5,14,19,AMD0077,2010-07-01,0,764.0
3,2,3,0.0,0.0,0.0,0.0,11.0,4.0,0.0,329555.0,114.0,0.0,17,21,25,JCC0225,2010-10-18,0,1849.0
1,1,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29332.0,10.0,0.0,30,12,65,MDH0580,2010-11-09,0,681.0
2,0,1,0.0,0.0,0.0,0.0,35.0,15.0,7.0,1002618.0,400.0,0.0,29,22,60,MSS0001,2011-04-25,0,5696.0
1,0,1,0.0,0.0,0.0,0.0,11.0,8.0,0.0,360120.0,114.0,4.0,1,14,33,CSB0080,2010-05-24,0,472.0
1,1,1,2.0,0.0,2.0,2.0,11.0,7.0,10.0,409781.0,100.0,0.0,7,11,61,CCL0068,2011-01-07,1,1414.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45848.0,10.0,0.0,30,12,54,CLS0296,2011-04-05,0,267.0
2,0,1,0.0,0.0,0.0,0.0,3.0,3.0,2.0,101617.0,29.0,0.0,39,15,12,ALD0529,2010-04-19,0,81.0
1,0,1,8.0,0.0,27.0,26.0,1.0,1.0,0.0,26932.0,9.0,0.0,30,12,50,AVM0947,2011-02-28,0,5794.0
2,0,1,2.0,0.0,11.0,9.0,3.0,3.0,8.0,85454.0,29.0,3.0,39,15,9,SAB0781,2010-12-10,0,1056.0
2,0,1,1.0,0.0,3.0,3.0,9.0,1.0,13.0,252917.0,103.0,0.0,11,13,66,JJM0203,2010-09-03,1,795.0
2,2,1,1.0,1.0,0.0,0.0,3.0,1.0,4.0,84675.0,32.0,2.0,39,15,12,LJR0523,2010-08-05,1,240.0
1,0,1,0.0,0.0,0.0,0.0,15.0,12.0,7.0,437938.0,162.0,0.0,32,10,47,IMG0320,2010-04-22,0,392.0
1,1,1,2.0,0.0,2.0,1.0,9.0,7.0,0.0,215907.0,103.0,8.0,24,5,36,RMW0542,2010-06-22,1,745.0
3,0,2,1.0,0.0,2.0,1.0,14.0,8.0,4.0,438400.0,143.0,0.0,34,21,17,SJO0209,2011-01-25,0,1437.0
1,1,1,1.0,0.0,2.0,2.0,9.0,0.0,2.0,282716.0,102.0,1.0,10,14,49,DIB0285,2010-07-29,1,860.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,88614.0,29.0,2.0,39,15,29,RHC0335,2010-11-05,0,517.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30261.0,10.0,0.0,30,12,65,KLH0596,2010-09-13,0,239.0
1,0,1,0.0,0.0,0.0,0.0,9.0,2.0,5.0,276620.0,95.0,3.0,10,14,22,MIL0255,2010-08-18,0,616.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,3.0,88080.0,29.0,1.0,39,15,29,HCC0344,2010-06-30,0,249.0
2,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28490.0,10.0,0.0,30,12,54,JJH0292,2010-10-11,0,206.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16513.0,10.0,0.0,30,12,54,TIW0299,2011-05-11,0,276.0
1,0,1,3.0,0.0,0.0,0.0,4.0,3.0,3.0,145165.0,16.0,0.0,30,12,1,EDB0714,2010-11-15,1,491.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42814.0,10.0,0.0,30,12,50,NMB0972,2010-02-17,0,17.0
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,14,31,MES0407,2011-03-14,0,1481.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20023.0,10.0,0.0,30,12,54,NLO0131,2010-02-02,0,22.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,5.0,240408.0,95.0,0.0,10,14,49,HAC0282,2010-04-13,0,227.0
1,0,1,0.0,0.0,0.0,0.0,9.0,8.0,0.0,247203.0,95.0,1.0,7,14,28,EHR0096,2010-10-15,0,687.0
1,0,1,0.0,0.0,0.0,0.0,18.0,9.0,11.0,520024.0,190.0,10.0,5,14,19,AMD0077,2011-04-06,0,2106.0
1,0,1,0.0,0.0,0.0,0.0,9.0,6.0,0.0,259622.0,95.0,1.0,37,14,28,DVW0103,2010-03-30,0,148.0
1,1,1,5.0,0.0,5.0,5.0,9.0,6.0,0.0,216059.0,95.0,0.0,40,14,49,CEJ0109,2011-03-15,1,1839.0
2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,44508.0,10.0,0.0,30,12,54,SGB0140,2010-03-04,0,48.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33424.0,10.0,0.0,30,12,4,CJG0470,2010-09-28,0,167.0
1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,130524.0,29.0,0.0,39,15,11,NAB0903,2011-04-18,0,861.0
1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,1.0,68997.0,29.0,2.0,39,15,11,MJS0890,2010-02-12,0,73.0
1,0,1,0.0,0.0,0.0,0.0,9.0,7.0,0.0,255520.0,95.0,0.0,40,14,15,BSA0431,2010-11-03,0,910.0
3,0,2,0.0,0.0,0.0,0.0,9.0,4.0,3.0,270921.0,90.0,5.0,24,5,41,MPT0376,2010-10-21,0,1322.0
2,0,2,3.0,0.0,0.0,0.0,14.0,3.0,3.0,359613.0,143.0,8.0,22,12,13,DIW0118,2010-05-18,0,718.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33172.0,10.0,0.0,30,12,65,ASM0575,2010-09-15,0,243.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,2.0,97434.0,29.0,4.0,39,15,12,HLH0512,2010-09-18,0,249.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,101994.0,29.0,0.0,39,15,9,DEB0782,2010-10-14,0,221.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22686.0,10.0,1.0,30,12,1,AJP0723,2010-07-22,0,66.0
1,0,1,0.0,0.0,0.0,0.0,9.0,8.0,0.0,268054.0,95.0,9.0,24,5,53,MHA0798,2010-01-25,0,62.0
1,1,1,4.0,0.0,5.0,5.0,11.0,7.0,0.0,296108.0,101.0,1.0,6,11,51,LCC0819,2010-06-23,1,789.0
1,1,1,2.0,0.0,0.0,0.0,5.0,5.0,1.0,184393.0,96.0,1.0,10,14,49,DIB0285,2010-08-10,1,899.0
2,0,1,2.0,0.0,8.0,8.0,3.0,1.0,0.0,81195.0,27.0,5.0,39,15,12,MVB0515,2011-04-19,0,1809.0
2,0,1,0.0,0.0,0.0,0.0,10.0,8.0,4.0,316887.0,162.0,0.0,32,10,67,BAM0611,2010-10-06,0,797.0
6,6,6,0.0,0.0,0.0,0.0,11.0,7.0,10.0,285714.0,114.0,15.0,17,21,26,KSP0357,2010-05-26,0,835.0
1,0,1,0.0,0.0,0.0,0.0,15.0,7.0,10.0,534203.0,162.0,0.0,32,10,46,UJC0737,2010-12-27,0,1320.0
1,0,1,0.0,0.0,0.0,0.0,11.0,0.0,3.0,312742.0,114.0,4.0,1,5,57,CIG0052,2010-03-25,0,230.0
1,1,1,3.0,0.0,2.0,2.0,2.0,2.0,2.0,58082.0,18.0,0.0,30,12,65,MDH0580,2011-01-26,1,841.0
1,1,1,6.0,2.0,8.0,8.0,8.0,4.0,0.0,242338.0,95.0,0.0,6,11,51,LCC0819,2010-08-10,1,1062.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35436.0,10.0,0.0,30,12,1,GDF0704,2010-05-20,0,25.0
1,0,1,0.0,0.0,0.0,0.0,15.0,1.0,0.0,457454.0,162.0,0.0,32,10,7,NMC0486,2010-11-01,0,812.0
1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,2.0,74163.0,29.0,0.0,39,15,29,AKK0329,2011-01-25,0,699.0
1,0,1,0.0,0.0,0.0,0.0,3.0,2.0,5.0,92698.0,29.0,0.0,39,15,12,LJR0523,2010-08-09,0,248.0
2,2,1,0.0,0.0,0.0,0.0,18.0,6.0,5.0,559564.0,190.0,8.0,9,19,32,WKD0013,2011-04-05,0,2632.0
2,0,1,0.0,0.0,0.0,0.0,19.0,2.0,13.0,616090.0,190.0,9.0,9,2,37,DJB0159,2010-03-25,0,433.0
1,0,1,0.0,0.0,0.0,0.0,3.0,3.0,0.0,92975.0,29.0,0.0,39,15,12,CJM0521,2010-05-21,0,149.0
2,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58251.0,10.0,0.0,30,12,1,CTR0697,2010-05-17,0,42.0
1,0,1,0.0,0.0,0.0,0.0,5.0,0.0,2.0,180081.0,95.0,4.0,24,5,52,ORM0669,2010-10-12,0,687.0
1,0,1,0.0,0.0,0.0,0.0,15.0,1.0,0.0,374310.0,162.0,0.0,32,10,46,FBW0747,2011-03-29,0,1856.0
1,0,1,0.0,0.0,0.0,0.0,9.0,2.0,6.0,330223.0,95.0,11.0,25,14,33,SMW0084,2011-03-28,0,660.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19787.0,10.0,0.0,30,12,3,EHB0824,2010-04-27,0,103.0
1,0,1,2.0,0.0,5.0,5.0,3.0,1.0,6.0,87773.0,29.0,0.0,39,15,9,UAD0771,2010-04-12,0,420.0
1,0,1,0.0,0.0,0.0,0.0,14.0,4.0,3.0,466110.0,162.0,0.0,32,10,34,ZJE0857,2011-01-26,0,1832.0
2,0,1,0.0,0.0,0.0,0.0,18.0,12.0,21.0,516385.0,190.0,11.0,5,14,19,GKO0078,2010-04-23,0,648.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29306.0,10.0,0.0,30,12,1,FWM0707,2010-10-13,0,95.0
1,1,1,0.0,0.0,0.0,0.0,9.0,8.0,4.0,291229.0,95.0,0.0,7,11,61,HGG0240,2010-06-07,0,532.0
1,0,1,0.0,0.0,0.0,0.0,9.0,2.0,13.0,297638.0,95.0,0.0,8,17,63,NAR0981,2011-01-21,0,1197.0
2,0,1,1.0,0.0,4.0,4.0,13.0,1.0,8.0,439744.0,143.0,4.0,34,21,17,SJO0209,2010-06-22,0,630.0
1,0,1,2.0,0.0,0.0,0.0,9.0,4.0,4.0,270323.0,100.0,9.0,7,11,61,CCL0068,2010-12-27,1,1372.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51350.0,95.0,0.0,6,11,56,WTR0563,2010-09-16,0,614.0
2,0,1,0.0,0.0,0.0,0.0,9.0,0.0,4.0,275011.0,95.0,6.0,33,5,41,CAB0388,2010-01-08,0,13.0
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,22,21,24,FAW0032,2010-10-05,0,935.0
2,1,1,2.0,1.0,5.0,4.0,9.0,6.0,7.0,274644.0,103.0,2.0,18,1,30,RHL0992,2010-07-19,1,872.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,1.0,266728.0,95.0,2.0,40,14,49,HCL0113,2010-10-04,0,875.0
1,0,1,8.0,0.0,7.0,7.0,3.0,1.0,2.0,101222.0,29.0,2.0,39,15,9,IJM0776,2010-08-06,1,435.0
2,1,1,0.0,0.0,0.0,0.0,3.0,3.0,0.0,64252.0,29.0,0.0,39,15,11,MIB0904,2010-03-05,0,97.0
1,0,1,0.0,0.0,0.0,0.0,14.0,4.0,5.0,419060.0,162.0,0.0,32,10,7,DDA0476,2011-01-13,0,1280.0
1,1,1,0.0,0.0,0.0,0.0,9.0,8.0,2.0,236883.0,95.0,0.0,35,11,39,ALH0402,2010-06-22,0,520.0
1,1,1,0.0,0.0,0.0,0.0,9.0,5.0,7.0,285715.0,95.0,0.0,35,11,39,FSB0399,2010-02-26,0,162.0
1,0,1,1.0,0.0,3.0,3.0,15.0,7.0,5.0,520166.0,171.0,3.0,32,10,7,XHW0498,2010-08-25,1,1505.0
2,1,1,2.0,1.0,1.0,1.0,11.0,7.0,2.0,370442.0,114.0,0.0,1,5,38,AKR0057,2010-04-07,0,424.0
1,0,1,0.0,0.0,0.0,0.0,15.0,9.0,1.0,497876.0,162.0,0.0,32,10,34,BAH0875,2011-04-01,0,1684.0
1,1,1,1.0,0.0,0.0,0.0,12.0,7.0,0.0,360964.0,97.0,0.0,40,14,49,CEJ0109,2011-02-25,1,1765.0
1,0,1,3.0,0.0,0.0,0.0,13.0,10.0,2.0,372392.0,124.0,0.0,1,2,18,DRR0162,2010-11-16,1,1275.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41076.0,10.0,0.0,30,12,54,AMJ0297,2010-01-22,0,14.0
1,0,1,9.0,0.0,27.0,27.0,16.0,13.0,1.0,514879.0,162.0,0.0,32,10,46,QRM0739,2010-04-27,0,2069.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,0.0,226898.0,95.0,7.0,24,5,53,SVL0803,2010-07-23,0,547.0
2,0,1,1.0,0.0,0.0,0.0,15.0,11.0,12.0,420175.0,170.0,0.0,32,10,34,RLG0856,2010-03-03,0,276.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24336.0,10.0,0.0,30,12,4,BHW0458,2010-09-10,0,158.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16248.0,10.0,0.0,30,12,65,NSC0597,2010-03-31,0,78.0
1,0,1,0.0,0.0,0.0,0.0,8.0,5.0,4.0,264341.0,95.0,0.0,33,5,53,CNM0800,2010-04-27,0,152.0
1,0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,65510.0,29.0,0.0,39,15,9,AKH0758,2010-11-15,0,190.0
2,1,1,1.0,0.0,0.0,0.0,9.0,6.0,2.0,255460.0,95.0,0.0,24,5,38,VSA0230,2010-07-14,0,921.0
1,0,1,1.0,0.0,0.0,0.0,9.0,2.0,0.0,277383.0,103.0,7.0,37,14,31,HBO0413,2011-03-11,1,2107.0
1,0,1,0.0,0.0,0.0,0.0,16.0,9.0,5.0,468415.0,162.0,13.0,32,10,67,SCF0608,2010-12-03,0,1617.0
1,1,1,9.0,0.0,15.0,14.0,14.0,1.0,2.0,451819.0,143.0,3.0,22,11,59,VIA0063,2010-09-20,0,4965.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27141.0,10.0,0.0,30,12,3,ILC0838,2010-07-29,0,200.0
1,0,1,0.0,0.0,0.0,0.0,9.0,2.0,5.0,215952.0,95.0,0.0,40,14,15,RAS0432,2010-10-20,0,642.0
1,0,1,3.0,0.0,1.0,1.0,11.0,1.0,7.0,288163.0,119.0,5.0,1,2,18,DRR0162,2010-11-12,1,1263.0
1,1,1,2.0,0.0,2.0,2.0,4.0,4.0,0.0,158783.0,18.0,0.0,30,12,65,MDH0580,2011-01-20,1,823.0
1,1,1,9.0,0.0,19.0,15.0,3.0,1.0,0.0,89048.0,29.0,2.0,39,15,11,ZKS0899,2011-02-21,0,7023.0
1,0,1,4.0,0.0,1.0,1.0,15.0,2.0,4.0,436776.0,166.0,0.0,32,10,7,XHW0498,2010-08-30,1,1531.0
1,1,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,259773.0,95.0,13.0,24,5,36,NRD0548,2010-04-12,0,334.0
1,1,1,0.0,0.0,0.0,0.0,11.0,8.0,0.0,279193.0,114.0,0.0,1,22,37,KRG0158,2010-04-06,0,310.0
2,0,1,0.0,0.0,0.0,0.0,10.0,8.0,2.0,248235.0,95.0,0.0,28,5,52,IBM0671,2010-07-14,0,829.0
2,1,1,9.0,0.0,25.0,24.0,9.0,7.0,8.0,309883.0,90.0,0.0,10,7,27,SAA0999,2010-06-28,0,3393.0
1,0,1,0.0,0.0,0.0,0.0,15.0,2.0,11.0,425705.0,162.0,0.0,32,10,7,SBN0495,2010-11-05,0,1463.0
1,0,1,0.0,0.0,0.0,0.0,9.0,8.0,7.0,227670.0,95.0,1.0,10,14,28,KAT0270,2010-12-21,0,1123.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,3.0,304202.0,95.0,9.0,24,5,53,SVL0803,2010-05-21,0,370.0
2,0,1,0.0,0.0,0.0,0.0,15.0,2.0,6.0,417815.0,162.0,0.0,32,10,47,AJR0319,2010-09-05,0,1106.0
1,0,1,3.0,0.0,23.0,21.0,10.0,2.0,7.0,316739.0,100.0,1.0,21,17,63,AIP0982,2010-11-10,0,4212.0
2,0,1,2.0,0.0,4.0,4.0,14.0,1.0,8.0,444353.0,143.0,1.0,34,21,17,RNP0211,2011-01-05,0,3109.0
1,1,1,2.0,0.0,4.0,3.0,9.0,3.0,4.0,252177.0,96.0,0.0,10,14,49,DIB0285,2010-08-12,1,906.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29145.0,10.0,0.0,30,12,3,JAJ0849,2011-05-08,0,713.0
