user,risk_level,weighted_score,Consensus_Percentage,Explanation
ALC0788,Low,0.0,0.0,High after-hours activity | High number of active working days
EHB0824,Low,0.0,0.0,No significant behavioral anomalies detected
BDB0453,Low,0.0,0.0,High number of active working days
ASV0946,Low,0.0,0.0,High number of active working days
BSS0463,Low,0.0,0.0,High number of active working days
AMJ0297,Low,0.0,0.0,High number of active working days
BTL0722,Low,0.0,0.0,High number of active working days
FHO0630,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JCG0316,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
SXM0895,Low,0.0,0.0,High number of active working days
PGO0433,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
MOP0763,Low,0.0,0.0,High number of active working days
FRL0511,Low,0.0,0.0,High number of active working days
CKD0680,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
EMS0317,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NCO0666,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JCW0858,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
HCL0113,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
HLM0933,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
ARA0252,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
RDT0424,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
GRC0145,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
AMR0400,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
OHC0973,Low,0.0,0.0,High number of active working days
DHM0937,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
ZFM0468,Low,0.0,0.0,High number of active working days
IJW0851,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SAP0867,Low,0.0,0.0,No significant behavioral anomalies detected
POB0343,Low,0.0,0.0,High number of active working days
MHG0244,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
FSB0399,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
RVF0201,Low,0.0,0.0,Excessive device activity | High web browsing activity | Large volume of overall activity | High number of active working days
AKW0167,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CKB0427,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SJF0094,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
ZMC0284,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
GCR0554,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CRO0027,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
TET0621,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
HLH0512,Low,0.0,0.0,High weekend activity | High number of active working days
BSB0990,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
AAS0442,Low,0.0,0.0,No significant behavioral anomalies detected
ESA0642,Low,0.0,0.0,High after-hours activity | High number of active working days
TUC0632,Low,0.0,0.0,High after-hours activity | High number of active working days
CAM0102,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
VSA0230,Low,0.0,0.0,High after-hours activity
VSS0154,Low,0.0,0.0,High after-hours activity | Excessive device activity
HGN0287,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
BLS0678,Low,0.0,0.0,No significant behavioral anomalies detected
DAL0673,Low,0.0,0.0,Excessive device activity | High web browsing activity | Large volume of overall activity | High number of active working days
SSH0799,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
DZC0228,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
TYB0779,Low,0.0,0.0,High number of active working days
GJT0386,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
EIM0156,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
DEB0782,Low,0.0,0.0,High number of active working days
HCW0419,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SAH0599,Low,0.0,0.0,High number of active working days
ECR0822,Low,0.0,0.0,High number of active working days
PSF0133,Low,0.0,0.0,Excessive device activity | Frequent file access
ERH0449,Low,0.0,0.0,High number of active working days
KQC0708,Low,0.0,0.0,High number of active working days
SAC0592,Low,0.0,0.0,High number of active working days
ZSL0305,Low,0.0,0.0,High number of active working days
ADD0846,Low,0.0,0.0,High number of active working days
LNS0989,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
ZCF0590,Low,0.0,0.0,High number of active working days
RAH0440,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
OKC0107,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
GCS0571,Low,0.0,0.0,Frequent file access | High number of active working days
SCP0130,Low,0.0,0.0,Excessive device activity | Frequent file access | High number of active working days
MIM0712,Low,0.0,0.0,High number of active working days
MCD0125,Low,0.0,0.0,High after-hours activity | High weekend activity
FBW0747,Low,0.0,0.0,High weekend activity | High web browsing activity | Large volume of overall activity | High number of active working days
VEB0935,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CSL0949,Low,0.0,0.0,High number of active working days
MFV0897,Low,0.0,0.0,High number of active working days
JGM0934,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CLD0894,Low,0.0,0.0,High number of active working days
RLG0856,Low,0.0,0.0,Excessive device activity | High web browsing activity | Large volume of overall activity | High number of active working days
KRG0158,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
ESH0283,Low,0.0,0.0,High after-hours activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
IAT0263,Low,0.0,0.0,No significant behavioral anomalies detected
FOB0756,Low,0.0,0.0,High weekend activity | High number of active working days
SVL0940,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
ATF0274,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NMS0280,Low,0.0,0.0,High after-hours activity | High weekend activity | High number of active working days
CAH0936,Low,0.0,0.0,No significant behavioral anomalies detected
AMR0318,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
MNC0717,Low,0.0,0.0,High number of active working days
HWH0646,Low,0.0,0.0,High after-hours activity | High number of active working days
DDA0476,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JJB0700,Low,0.0,0.0,High number of active working days
WJD0576,Low,0.0,0.0,High number of active working days
LQP0508,Low,0.0,0.0,High number of active working days
OKB0439,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CCM0136,Low,0.0,0.0,High number of active working days
AKF0709,Low,0.0,0.0,High number of active working days
BAK0964,Low,0.0,0.0,High number of active working days
SSR0278,Low,0.0,0.0,No significant behavioral anomalies detected
KAT0489,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
MKL0941,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
LQC0479,Low,0.0,0.0,High web browsing activity | Large volume of overall activity
KTG0091,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
HPM0986,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
OLF0504,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
GCC0744,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
DTT0076,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
TSG0906,Low,0.0,0.0,High number of active working days
GBM0603,Low,0.0,0.0,High web browsing activity | Large volume of overall activity
JJH0613,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
RBB0485,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KDS0349,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
BCM0653,Low,0.0,0.0,High after-hours activity | High number of active working days
CKH0144,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
BHC0665,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
LAM0911,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
CXC0336,Low,0.0,0.0,High number of active working days
BMC0547,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
FMG0527,Low,0.0,0.0,No significant behavioral anomalies detected
DBW0483,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
LPC0492,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
THD0448,Low,0.0,0.0,High number of active working days
AJC0840,Low,0.0,0.0,High number of active working days
MCF0600,Low,0.0,0.0,No significant behavioral anomalies detected
WXH0872,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
SBQ0786,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
IDO0176,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CCM0855,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
RHY0079,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
AIH0675,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CWB0065,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JER0404,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
FSC0601,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity
SBN0495,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CAM0681,Low,0.0,0.0,High after-hours activity | Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
YCE0983,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
WTF0387,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NBC0412,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NJB0243,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JAJ0849,Low,0.0,0.0,High after-hours activity | High weekend activity | High number of active working days
NBH0256,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
YDN0198,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JJM0203,Low,0.0,0.0,Excessive device activity
HCL0651,Low,0.0,0.0,High after-hours activity | Excessive device activity | Frequent file access | High number of active working days
CLF0852,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
AES0827,Low,0.0,0.0,High number of active working days
BWH0813,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
KJM0887,Low,0.0,0.0,High number of active working days
AGB0643,Low,0.0,0.0,High after-hours activity | High number of active working days
CAC0889,Low,0.0,0.0,No significant behavioral anomalies detected
JZD0888,Low,0.0,0.0,High number of active working days
JSH0330,Low,0.0,0.0,High number of active working days
SRS0231,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
KVT0028,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
CAA0612,Low,0.0,0.0,High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
SVS0871,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
IKR0401,Low,0.0,0.0,High after-hours activity | Excessive device activity | Frequent file access
MKG0711,Low,0.0,0.0,High number of active working days
ASB0796,Low,0.0,0.0,No significant behavioral anomalies detected
OQH0183,Low,0.0,0.0,High number of active working days
SES0477,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
BNG0237,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SGM0021,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
MHG0733,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
EIP0997,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
SER0165,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
DBS0235,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
ARD0509,Low,0.0,0.0,High number of active working days
AAN0823,Low,0.0,0.0,High number of active working days
LFS0071,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
LJB0826,Low,0.0,0.0,High number of active working days
LCC0819,Low,0.0,0.0,High after-hours activity | Excessive device activity
NAR0981,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
HOB0994,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
MMB0488,Low,0.0,0.0,High web browsing activity | Large volume of overall activity
HWM0342,Low,0.0,0.0,High number of active working days
KQS0415,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
XHW0498,Low,0.0,0.0,Excessive device activity | High web browsing activity | Large volume of overall activity
LCD0622,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
PPF0435,Low,0.0,0.0,No significant behavioral anomalies detected
BBG0325,Low,0.0,0.0,Excessive device activity | High web browsing activity | Large volume of overall activity | High number of active working days
BMM0112,Low,0.0,0.0,High number of active working days
EZH0736,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NAB0903,Low,0.0,0.0,High number of active working days
BAM0611,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
PGH0184,Low,0.0,0.0,No significant behavioral anomalies detected
AAW0353,Low,0.0,0.0,High number of active working days
BDI0533,Low,0.0,0.0,High weekend activity | Excessive device activity | Frequent file access | High number of active working days
HAC0282,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
FBA0348,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
WGS0516,Low,0.0,0.0,High number of active working days
CSJ0340,Low,0.0,0.0,High number of active working days
YJF0532,Low,0.0,0.0,High number of active working days
DMM0623,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
WLV0566,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
HCV0478,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
VAA0087,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
WSR0241,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CGF0337,Low,0.0,0.0,High number of active working days
NCK0295,Low,0.0,0.0,High number of active working days
HGH0595,Low,0.0,0.0,High number of active working days
FHS0837,Low,0.0,0.0,High number of active working days
PLH0715,Low,0.0,0.0,High number of active working days
HJS0072,Low,0.0,0.0,No significant behavioral anomalies detected
BYP0070,Low,0.0,0.0,No significant behavioral anomalies detected
QSV0778,Low,0.0,0.0,High number of active working days
JIM0095,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
AAE0190,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
AGB0186,Low,0.0,0.0,High number of active working days
KJJ0293,Low,0.0,0.0,Excessive device activity | Frequent file access | High number of active working days
VLB0647,Low,0.0,0.0,High after-hours activity | High number of active working days
MAH0149,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
RJB0088,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SOF0808,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
KMW0545,Low,0.0,0.0,High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
PMV0850,Low,0.0,0.0,High after-hours activity | Excessive device activity | Frequent file access | High number of active working days
JMB0308,Low,0.0,0.0,No significant behavioral anomalies detected
HMW0713,Low,0.0,0.0,High number of active working days
CCW0524,Low,0.0,0.0,High number of active working days
DGF0443,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
RSM0277,Low,0.0,0.0,Excessive device activity | High web browsing activity | Large volume of overall activity | High number of active working days
LAP0338,Low,0.0,0.0,High weekend activity | High number of active working days
CMS0454,Low,0.0,0.0,High number of active working days
HDJ0446,Low,0.0,0.0,High number of active working days
XLB0710,Low,0.0,0.0,High number of active working days
RAB0589,Low,0.0,0.0,No significant behavioral anomalies detected
EGD0132,Low,0.0,0.0,Excessive device activity
KMS0657,Low,0.0,0.0,High after-hours activity | High number of active working days
ELB0847,Low,0.0,0.0,High number of active working days
DRR0162,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity
KBG0549,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
RGH0728,Low,0.0,0.0,High web browsing activity | Large volume of overall activity
BXJ0010,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NRO0768,Low,0.0,0.0,No significant behavioral anomalies detected
MBR0724,Low,0.0,0.0,High number of active working days
DSM0591,Low,0.0,0.0,High number of active working days
NKP0236,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CLS0296,Low,0.0,0.0,High number of active working days
EAH0466,Low,0.0,0.0,No significant behavioral anomalies detected
DAG0558,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
FLM0213,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KJA0152,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
MAD0753,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
DGM0754,Low,0.0,0.0,No significant behavioral anomalies detected
MSZ0310,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NRD0548,Low,0.0,0.0,High web browsing activity
CKB0482,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
MGS0974,Low,0.0,0.0,High weekend activity | High web browsing activity | Large volume of overall activity | High number of active working days
ARL0034,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
AMV0036,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KNG0672,Low,0.0,0.0,High web browsing activity
SCF0608,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
RHP0484,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
EHR0096,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
ELT0769,Low,0.0,0.0,High number of active working days
KCB0815,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
ABN0239,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KPR0497,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
NNS0059,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
PKB0281,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
OMM0944,Low,0.0,0.0,High number of active working days
FAW0032,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CHG0146,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
PTH0552,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
GTD0898,Low,0.0,0.0,High number of active working days
PES0085,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SMW0084,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
AMH0794,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
TLK0993,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
TBT0461,Low,0.0,0.0,High number of active working days
MNR0829,Low,0.0,0.0,High number of active working days
ASM0575,Low,0.0,0.0,High number of active working days
NKH0979,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CJV0286,Low,0.0,0.0,High number of active working days
NIH0969,Low,0.0,0.0,High number of active working days
ARB0834,Low,0.0,0.0,No significant behavioral anomalies detected
JPA0667,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
GHH0288,Low,0.0,0.0,Excessive device activity | Frequent file access | High number of active working days
ASS0206,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
WKF0012,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
SPA0141,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
TEM0977,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
DLH0029,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
JTS0389,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KWE0082,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
AIS0405,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
JAM0382,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
FRB0023,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
CIM0926,Low,0.0,0.0,High after-hours activity
BMT0528,Low,0.0,0.0,Excessive device activity | Frequent file access | High number of active working days
SEJ0677,Low,0.0,0.0,No significant behavioral anomalies detected
ZJS0269,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
MLP0668,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
TLM0797,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
GAF0570,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
JOM0750,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
BMS0877,Low,0.0,0.0,No significant behavioral anomalies detected
DKB0631,Low,0.0,0.0,High after-hours activity | High number of active working days
ENC0234,Low,0.0,0.0,High after-hours activity
IKP0472,Low,0.0,0.0,High weekend activity | Excessive device activity | Frequent file access | High number of active working days
DIB0285,Low,0.0,0.0,High after-hours activity | Excessive device activity
KAC0124,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
MHA0798,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
BLL0929,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KAT0270,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
GNS0178,Low,0.0,0.0,High after-hours activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
LOF0311,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
KLM0639,Low,0.0,0.0,High after-hours activity | High number of active working days
GAF0060,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
ALH0402,Low,0.0,0.0,High after-hours activity | High web browsing activity | Large volume of overall activity | High number of active working days
CEJ0109,Low,0.0,0.0,High after-hours activity | Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity
CEB0210,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
DRR0242,Low,0.0,0.0,High weekend activity | High web browsing activity | Large volume of overall activity | High number of active working days
NCK0421,Low,0.0,0.0,High web browsing activity | Large volume of overall activity | High number of active working days
HAH0760,Low,0.0,0.0,Excessive device activity | Frequent file access | High number of active working days
VMJ0546,Low,0.0,0.0,Excessive device activity | High web browsing activity | Frequent file access | Large volume of overall activity | High number of active working days
EFS0882,Low,0.0,0.0,High number of active working days
MTT0901,Low,0.0,0.0,No significant behavioral anomalies detected
