user,total_events,active_days,unique_pcs,unique_sources,first_activity,last_activity,total_logins,midnight_activity,after_hours_activity,weekend_activity,device_events,file_events,unique_files,emails_sent,web_events,unique_urls,average_hour,earliest_hour,latest_hour,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_score,prediction
SSR0278,20700,196,1,3,2010-01-04 09:14:00,2010-10-08 18:09:00,392,0,1055,0,0,0,0,1688,18620,284,13.291497584541062,9,18,34,32,45,15,24,0.4617137425381301,Normal
CFW0264,6344,60,1,3,2010-01-04 07:18:00,2010-03-26 15:24:00,120,0,0,0,0,0,0,524,5700,119,10.992591424968474,7,15,19,32,17,20,27,0.4616944158020776,Normal
PMV0850,6105,346,3,5,2010-01-04 08:15:00,2011-05-16 19:39:00,1077,0,1331,0,748,490,490,340,3450,139,13.550696150696151,8,19,23,39,12,42,23,0.46148866075535794,Normal
OLW0689,39514,346,1,5,2010-01-04 08:53:00,2011-05-16 18:56:00,959,0,5345,0,1418,1242,1242,3025,32870,142,13.586754061851495,8,19,22,25,40,35,27,0.46139211484601467,Normal
DIB0081,19928,162,3,5,2010-01-04 08:00:00,2010-08-20 17:15:00,551,0,0,0,989,1580,1580,1418,15390,153,11.995283018867925,7,17,34,45,14,28,33,0.4610415018137786,Normal
BLS0678,21410,201,1,5,2010-01-04 07:55:00,2010-10-15 16:01:00,571,12,69,0,8,5,5,1729,19097,262,11.529425502101821,1,23,35,17,43,28,31,0.46101880924690064,Normal
HOB0994,36541,346,1,3,2010-01-04 09:03:00,2011-05-16 21:12:00,692,0,10633,0,0,0,0,2979,32870,205,14.722667688350073,9,21,38,39,15,43,33,0.46097840795382766,Normal
DID0650,11719,346,1,3,2010-01-04 09:03:00,2011-05-16 21:07:00,692,0,3518,0,0,0,0,1022,10005,268,14.745285433910743,9,21,45,21,17,42,21,0.4609185877003695,Normal
AKR0057,31090,231,13,5,2010-01-04 07:57:00,2010-11-30 18:57:00,662,0,3914,0,966,540,540,2459,26463,217,13.049565776777099,7,19,50,41,20,18,30,0.4604555036026301,Normal
PMJ0564,37095,347,2,3,2010-01-04 08:56:00,2011-05-16 17:50:00,1211,27,808,2,0,0,0,3014,32870,162,13.090982612211889,0,23,30,21,40,14,39,0.4602180471769054,Normal
NDM0417,39738,346,2,5,2010-01-04 07:53:00,2011-05-16 17:56:00,1161,0,522,0,1379,1284,1284,3044,32870,251,12.567542402737933,7,18,44,36,50,12,34,0.46002270956452684,Normal
BIS0247,35830,354,1,5,2010-01-04 07:58:00,2011-05-16 16:51:00,1056,54,329,14,232,418,418,2984,31140,198,12.080993580798214,0,23,36,19,18,39,37,0.4599424526133342,Normal
TLK0993,36576,346,1,3,2010-01-04 09:13:00,2011-05-16 21:12:00,692,0,10517,0,0,0,0,3014,32870,149,14.754784558180228,9,21,41,36,40,35,22,0.4597376048006327,Normal
AJN0607,65132,346,2,5,2010-01-04 07:51:00,2011-05-16 16:57:00,1177,0,0,0,2061,820,820,5022,56052,217,11.988377448873058,7,17,45,42,16,47,23,0.4597198204506308,Normal
HDH0928,39559,346,1,5,2010-01-04 08:22:00,2011-05-16 19:26:00,692,0,6727,0,1377,1577,1577,3043,32870,119,13.542632523572385,8,19,40,36,20,40,26,0.4596879441339418,Normal
RLB0719,4519,348,1,3,2010-01-04 07:30:00,2011-05-16 16:58:00,728,18,23,3,0,0,0,331,3460,107,11.654790882938704,0,23,14,18,15,40,35,0.4595184001522609,Normal
PSF0133,3870,190,1,5,2010-01-04 08:48:00,2010-09-30 18:00:00,380,0,152,0,813,449,449,200,2028,101,13.095090439276486,8,18,42,40,11,36,33,0.459342398621509,Normal
MAD0496,21079,118,1,3,2010-01-03 08:05:00,2010-05-14 17:15:00,236,0,0,4111,0,0,0,1727,19116,120,12.259120451634328,8,17,34,30,40,42,24,0.45918284139533583,Normal
AAF0535,6731,164,1,5,2010-01-04 08:56:00,2010-08-24 16:54:00,328,0,0,0,688,357,357,480,4878,109,12.469766750854257,8,17,17,21,36,33,31,0.45913542204535057,Normal
KRL0501,49158,265,1,5,2010-01-04 08:05:00,2011-01-20 17:28:00,530,0,0,0,1130,578,578,3871,43049,329,12.25304121404451,8,17,18,27,23,28,26,0.4586574630000411,Normal
ICH0294,8488,346,3,5,2010-01-04 08:51:00,2011-05-16 17:54:00,858,0,231,0,1326,2509,2509,335,3460,125,13.058906691800189,8,18,32,27,20,40,26,0.45862802804884645,Normal
WRM0963,2417,174,3,3,2010-01-04 07:13:00,2010-09-08 16:24:00,509,0,0,0,0,0,0,168,1740,96,11.261481175010344,7,16,17,23,43,31,22,0.45829039721385406,Normal
NMS0280,15876,436,19,5,2010-01-03 09:11:00,2011-05-16 18:13:00,908,0,1275,3166,307,321,321,1260,13080,239,13.319853867472915,9,18,39,42,26,37,27,0.45827939566751713,Normal
LDG0459,5733,346,3,5,2010-01-04 07:58:00,2011-05-16 18:06:00,1149,0,285,0,312,480,480,332,3460,139,12.565149136577707,7,18,20,41,10,50,34,0.45791180651148494,Normal
PPF0435,30953,290,1,5,2010-01-04 07:57:00,2011-02-24 16:55:00,588,5,132,0,54,1,1,2759,27551,260,11.995767776952153,3,23,42,17,48,24,27,0.45782487123134563,Normal
VMJ0546,41631,346,1,5,2010-01-04 08:00:00,2011-05-16 17:57:00,962,0,564,0,1410,3373,3373,3016,32870,218,12.581802022531287,7,18,20,37,29,39,26,0.4576347248357059,Normal
AHM0410,40666,353,3,5,2010-01-04 07:52:00,2011-05-16 17:59:00,1183,0,591,351,782,2198,2198,3063,33440,64,12.59312447745045,7,18,34,43,15,18,26,0.45733564559142537,Normal
CRO0027,38646,348,3,3,2010-01-04 09:05:00,2011-05-16 18:19:00,1009,11,2034,4,0,0,0,3037,34600,159,13.311054184132898,0,23,19,30,28,46,26,0.45728339968843124,Normal
HLH0512,16695,492,10,3,2010-01-02 08:52:00,2011-05-16 16:57:00,1002,0,0,4616,0,0,0,1425,14268,143,12.48074273734651,8,17,15,42,36,22,32,0.4568487432419987,Normal
CEJ0109,35670,318,1,5,2010-01-04 09:06:00,2011-04-05 18:28:00,636,0,2055,0,1274,679,679,2751,30330,153,13.263919259882254,9,18,21,46,17,17,32,0.4564548209931849,Normal
HSG0818,36873,346,1,3,2010-01-04 08:22:00,2011-05-16 20:27:00,965,0,8702,0,0,0,0,3038,32870,253,14.036883356385431,8,20,18,19,48,36,31,0.45610848588779596,Normal
RAR0725,3428,171,1,5,2010-01-04 07:33:00,2010-09-02 16:42:00,342,0,0,0,696,355,355,176,1859,66,11.823803967327889,7,17,32,32,25,20,35,0.4555783116536952,Normal
BBG0325,63173,346,2,5,2010-01-04 07:32:00,2011-05-16 15:45:00,1011,0,0,0,729,349,349,5032,56052,225,11.27256897725294,7,16,41,50,30,37,40,0.45530078760961334,Normal
DGM0754,5187,29,1,3,2010-01-04 07:58:00,2010-02-11 17:15:00,58,0,0,0,0,0,0,431,4698,188,12.015037593984962,7,17,42,18,42,24,24,0.45504485135819517,Normal
CYA0506,3556,105,1,3,2010-01-04 08:45:00,2010-06-01 17:09:00,210,0,0,0,0,0,0,301,3045,123,12.612767154105736,8,17,16,17,44,14,31,0.4549678051948719,Normal
IJM0776,6988,171,1,5,2010-01-04 08:21:00,2010-09-02 16:29:00,342,0,0,0,694,344,344,515,5093,108,12.032627361190613,8,16,41,35,19,41,32,0.45461859614966343,Normal
HWW0436,38158,350,3,5,2010-01-04 07:58:00,2011-05-16 17:00:00,1215,10,305,5,1317,1245,1245,3331,31050,181,12.06376120341737,0,23,45,37,23,27,33,0.45437976319103396,Normal
VLB0647,11744,346,1,3,2010-01-04 09:10:00,2011-05-16 21:13:00,692,0,3571,0,0,0,0,1018,10034,115,14.772309264305177,9,21,48,40,42,47,24,0.4542588365790575,Normal
SED0886,12220,350,2,3,2010-01-04 09:10:00,2011-05-16 18:08:00,1172,30,942,6,0,0,0,1014,10034,118,13.296972176759411,0,23,22,18,18,35,28,0.45366464665169454,Normal
CWR0502,63310,346,2,5,2010-01-04 08:13:00,2011-05-16 17:29:00,1122,0,0,0,694,765,765,4677,56052,279,12.260180066340231,8,17,41,49,25,45,27,0.45365300939491965,Normal
CJP0952,4829,348,2,3,2010-01-04 07:00:00,2011-05-16 16:06:00,1034,12,35,3,0,0,0,335,3460,83,11.301511700144957,0,23,45,18,25,18,27,0.45341777373051817,Normal
GKO0078,74432,346,3,5,2010-01-04 07:03:00,2011-05-16 17:26:00,1217,0,0,0,723,942,942,6000,65550,229,11.805486887360274,7,17,44,46,21,24,29,0.45249613154817886,Normal
JRG0207,44674,283,1,5,2010-01-04 07:38:00,2011-02-14 15:52:00,574,29,268,1,46,27,27,3842,40185,112,11.313202310068496,2,23,42,37,40,21,27,0.45207500035544806,Normal
CRK0916,37230,351,1,3,2010-01-04 08:18:00,2011-05-16 19:29:00,997,23,6404,9,0,0,0,3363,32870,214,13.511388665055064,0,23,32,46,26,19,32,0.4516494574862971,Normal
LAM0911,55158,346,1,3,2010-01-04 08:29:00,2011-05-16 19:28:00,952,0,9411,0,0,0,0,4728,49478,320,13.551325283730375,8,19,42,43,27,38,22,0.45127076105390435,Normal
EDB0714,4883,242,1,5,2010-01-04 07:41:00,2010-12-15 16:35:00,484,0,0,0,1070,526,526,255,2548,158,11.675814048740529,7,17,21,23,35,26,29,0.45121012743395894,Normal
MYD0978,31843,252,1,5,2010-01-04 07:50:00,2010-12-30 18:00:00,510,30,452,7,14,15,15,2687,28617,227,12.499921489809378,0,23,39,32,36,13,32,0.4509949061578088,Normal
KMS0657,11732,346,1,3,2010-01-04 09:14:00,2011-05-16 21:14:00,692,0,3591,0,0,0,0,1006,10034,72,14.802335492669622,9,21,17,31,21,17,29,0.4508478726333604,Normal
OSH0655,11740,346,1,3,2010-01-04 09:02:00,2011-05-16 21:17:00,692,0,3630,0,0,0,0,1014,10034,107,14.814821124361158,9,21,16,21,42,39,28,0.45081268515349143,Normal
YIC0195,45018,352,3,3,2010-01-02 08:07:00,2011-02-04 18:15:00,1174,0,2346,8946,0,0,0,3716,40128,160,12.743502598960417,8,18,18,49,19,40,31,0.4507773263748973,Normal
ESR0693,18814,169,2,5,2010-01-04 08:57:00,2010-08-31 18:52:00,384,0,2292,0,391,509,509,1475,16055,113,13.45992346125226,8,19,35,23,25,21,31,0.45076014006670106,Normal
KNW0644,11741,346,1,3,2010-01-04 09:03:00,2011-05-16 21:10:00,692,0,3502,0,0,0,0,1015,10034,170,14.69465973937484,9,21,15,20,23,15,25,0.4506397183811321,Normal
DIW0118,58018,346,3,5,2010-01-04 07:00:00,2011-05-16 16:16:00,1209,0,0,0,1359,1314,1314,4658,49478,172,11.231135164948808,7,16,37,17,19,37,26,0.4506262564089168,Normal
ALB0892,7965,235,1,3,2010-01-02 09:09:00,2010-09-10 18:23:00,470,0,587,1964,0,0,0,680,6815,92,13.295166352793471,9,18,25,19,44,22,30,0.45029958645561247,Normal
CQH0701,5271,346,1,5,2010-01-04 07:45:00,2011-05-16 16:56:00,963,0,0,0,271,243,243,334,3460,185,11.702333523050655,7,17,35,50,39,50,32,0.45029133466032606,Normal
CJF0802,38730,352,2,3,2010-01-04 08:04:00,2011-05-16 17:25:00,1100,53,390,10,0,0,0,3030,34600,147,12.33981409759876,0,23,36,39,38,43,21,0.4502343973431193,Normal
IWM0816,36851,346,1,3,2010-01-04 08:22:00,2011-05-16 20:29:00,968,0,8867,0,0,0,0,3013,32870,149,14.036851103090825,8,20,35,42,50,44,28,0.44981209391000077,Normal
KBG0549,37847,346,3,5,2010-01-04 07:49:00,2011-05-16 18:09:00,1019,0,494,0,216,377,377,3365,32870,310,12.504610669273655,7,18,16,19,37,10,32,0.44976653511290093,Normal
CJM0521,15689,464,1,3,2010-01-02 08:47:00,2011-05-16 16:52:00,928,0,0,3828,0,0,0,1334,13427,124,12.523296577219709,8,17,13,18,37,18,24,0.44943756191605105,Normal
UAD0771,15301,346,2,5,2010-01-04 08:25:00,2011-05-16 16:28:00,1014,0,0,0,1384,1873,1873,996,10034,181,11.994248741912294,8,16,46,34,15,30,31,0.44937166807063933,Normal
SLB0049,72493,346,1,3,2010-01-04 08:30:00,2011-05-16 17:32:00,692,0,0,0,0,0,0,6061,65740,279,12.484281240947402,8,17,14,27,16,22,20,0.44935075001786445,Normal
BMS0877,22450,126,1,3,2010-01-04 07:39:00,2010-06-30 17:45:00,252,0,3,0,0,0,0,1786,20412,112,12.31946547884187,7,18,31,50,11,43,33,0.4492917693506157,Normal
KCS0173,59689,346,3,5,2010-01-04 07:33:00,2011-05-16 15:54:00,1098,0,0,0,714,260,260,4679,52938,161,11.251671162190688,7,16,39,20,50,20,30,0.4489743152778006,Normal
TUC0632,11745,346,1,3,2010-01-04 09:09:00,2011-05-16 21:15:00,692,0,3548,0,0,0,0,1019,10034,203,14.772584078331205,9,21,38,44,10,13,31,0.4487847303491914,Normal
LAP0338,16905,488,1,3,2010-01-02 07:07:00,2011-05-16 18:07:00,1362,0,1124,4749,0,0,0,1420,14123,154,12.253061224489796,7,18,42,23,33,45,31,0.4486877836224892,Normal
HAH0760,15231,346,1,5,2010-01-04 08:20:00,2011-05-16 16:33:00,957,0,0,0,1342,1900,1900,998,10034,91,12.031186396165715,8,16,34,17,22,37,30,0.44842270837098075,Normal
USH0199,36984,346,4,5,2010-01-04 07:18:00,2011-05-16 15:27:00,698,0,0,0,222,142,142,3052,32870,291,10.9643359290504,7,15,44,39,46,36,25,0.4484148168869903,Normal
FMG0527,9217,271,1,5,2010-01-04 08:55:00,2011-01-27 16:59:00,548,2,76,0,24,23,23,790,7832,91,12.549202560486059,1,23,43,38,35,38,28,0.44840400593984964,Normal
LNR0656,11741,346,1,3,2010-01-04 09:14:00,2011-05-16 21:14:00,692,0,3533,0,0,0,0,1015,10034,235,14.78707094796014,9,21,25,39,12,30,23,0.4479735427660093,Normal
HFB0347,10857,264,1,5,2010-01-04 07:00:00,2011-01-06 18:10:00,528,0,604,300,190,1716,1716,767,7656,87,12.183291885419544,7,18,34,20,30,30,27,0.4478326355696203,Normal
KWE0082,40523,346,1,5,2010-01-04 07:56:00,2011-05-16 17:08:00,967,0,0,0,1424,2234,2234,3028,32870,235,12.08012733509365,7,17,38,43,19,48,35,0.4478140739081036,Normal
CCL0068,32453,288,1,5,2010-01-04 07:50:00,2011-02-22 17:49:00,576,0,403,0,1262,630,630,2521,27464,211,12.411487381752073,7,18,13,16,23,19,23,0.4477796101745577,Normal
SNC0187,12748,300,1,5,2010-01-04 07:11:00,2011-03-10 18:24:00,600,0,737,0,251,2321,2321,876,8700,135,12.260511452776907,7,18,40,41,42,30,27,0.44728231422634424,Normal
BCM0653,11747,346,1,3,2010-01-04 09:04:00,2011-05-16 21:27:00,692,0,3521,0,0,0,0,1021,10034,276,14.78854175534179,9,21,45,34,41,18,31,0.44690149452919664,Normal
SPA0141,42105,355,1,3,2010-01-04 07:06:00,2011-05-16 17:16:00,1102,73,820,14,0,0,0,3635,37368,106,11.97945612160076,0,23,43,22,10,21,29,0.4462114363986664,Normal
JNA0559,36581,346,1,3,2010-01-04 08:47:00,2011-05-16 18:00:00,691,0,539,0,0,0,0,3020,32870,340,13.035428227768513,8,18,10,10,41,10,31,0.4454415683440886,Normal
SLT0907,5862,173,1,3,2010-01-04 09:00:00,2010-09-07 18:13:00,346,0,412,0,0,0,0,499,5017,145,13.26390310474241,9,18,16,15,43,27,27,0.44539195830323275,Normal
HWH0646,12023,346,1,3,2010-01-04 09:04:00,2011-05-16 21:10:00,975,0,3662,0,0,0,0,1014,10034,117,14.771770772685686,9,21,17,24,24,21,28,0.445319973736554,Normal
AAS0442,1731,50,1,3,2010-01-04 07:46:00,2010-03-12 17:15:00,136,0,0,0,0,0,0,145,1450,59,12.188908145580589,7,17,36,43,22,22,31,0.4442468551119251,Normal
SMH0291,6808,480,3,3,2010-01-02 08:55:00,2011-05-16 18:05:00,1541,0,326,1795,0,0,0,467,4800,151,12.996915393654524,8,18,23,22,10,24,32,0.44405058824715316,Normal
SCP0130,14995,346,2,5,2010-01-04 09:00:00,2011-05-16 17:55:00,918,0,318,0,1427,1615,1615,1001,10034,158,12.978059353117706,8,18,42,18,35,32,24,0.443714874084173,Normal
PMC0328,13994,346,1,5,2010-01-04 07:10:00,2011-05-16 18:12:00,967,0,904,0,1334,656,656,1003,10034,124,12.343147063027011,7,18,20,43,10,36,33,0.44340415995343563,Normal
IKR0401,32132,287,1,5,2010-01-04 07:45:00,2011-02-21 19:02:00,574,0,3849,0,1134,554,554,2495,27375,254,12.939810780530312,7,19,40,42,24,16,29,0.442851126575074,Normal
FRB0023,43804,346,1,3,2010-01-04 07:28:00,2011-05-16 15:22:00,692,0,0,0,0,0,0,3668,39444,271,11.016071591635468,7,15,45,14,12,14,14,0.4428249604494247,Normal
IBM0671,38185,346,2,5,2010-01-04 07:54:00,2011-05-16 15:58:00,979,0,0,0,287,802,802,3342,32775,259,11.499594081445593,7,16,50,46,38,35,31,0.4422121707222514,Normal
ZSB0649,11743,346,1,3,2010-01-04 09:01:00,2011-05-16 21:16:00,692,0,3598,0,0,0,0,1017,10034,112,14.7650515200545,9,21,23,25,36,14,26,0.4421006094082371,Normal
DKB0631,11733,346,1,3,2010-01-04 09:13:00,2011-05-16 21:10:00,692,0,3607,0,0,0,0,1007,10034,116,14.799539759652262,9,21,34,18,14,46,31,0.44199905029041575,Normal
ESA0642,11730,346,1,3,2010-01-04 09:06:00,2011-05-16 21:01:00,692,0,3541,0,0,0,0,1004,10034,216,14.739045183290708,9,21,32,14,44,30,32,0.44194089690331073,Normal
WBC0192,58319,346,3,5,2010-01-04 07:01:00,2011-05-16 17:11:00,1034,0,0,0,266,415,415,4704,51900,81,11.749429859908435,7,17,47,36,39,39,27,0.4416978219349052,Normal
JKJ0698,5792,442,31,3,2010-01-02 07:37:00,2011-05-16 16:51:00,943,0,0,1226,0,0,0,429,4420,121,11.707009668508288,7,17,16,38,16,22,28,0.4415905792739553,Normal
NKH0807,36590,346,1,3,2010-01-04 08:24:00,2011-05-16 20:28:00,692,0,8711,0,0,0,0,3028,32870,168,14.021426619294889,8,20,45,44,40,22,20,0.44153124891245144,Normal
GCS0571,5619,346,2,5,2010-01-04 08:28:00,2011-05-16 18:28:00,988,0,756,0,275,564,564,332,3460,65,13.064246307172095,8,18,22,18,16,23,32,0.4407537114741923,Normal
RAM0447,6177,449,1,3,2010-01-03 07:48:00,2011-05-16 17:47:00,1255,0,335,1350,0,0,0,432,4490,136,12.488262910798122,7,18,35,12,23,45,39,0.44072051463417045,Normal
HJB0742,45192,242,2,5,2010-01-04 07:45:00,2010-12-14 17:15:00,709,19,30,0,12,5,5,3494,40972,179,11.937577447335812,1,23,41,40,16,21,30,0.4407142785503563,Normal
KLM0639,11715,346,1,3,2010-01-04 09:12:00,2011-05-16 21:14:00,692,0,3559,0,0,0,0,1018,10005,148,14.73401621852326,9,21,20,15,24,40,26,0.440480770529888,Normal
SMY0792,38960,346,20,5,2010-01-04 08:14:00,2011-05-16 17:13:00,1102,0,0,0,758,1209,1209,3021,32870,200,12.279363449691992,8,17,43,37,39,42,25,0.44035537239295247,Normal
SJO0209,57117,353,3,5,2010-01-04 07:31:00,2011-05-16 15:43:00,1227,0,0,0,264,372,372,4775,50479,153,11.268781623684717,7,16,39,45,18,39,35,0.44034949889302677,Normal
CCM0136,4803,346,2,5,2010-01-04 08:50:00,2011-05-16 17:58:00,997,0,248,0,239,137,137,334,3096,117,13.088069956277327,8,18,16,16,39,40,29,0.4400523878412166,Normal
BMT0528,15111,346,2,5,2010-01-04 08:53:00,2011-05-16 17:00:00,744,0,0,0,1420,1903,1903,1010,10034,136,12.481966779167493,8,17,33,25,39,25,30,0.4396923879068717,Normal
BDB0453,4598,349,1,3,2010-01-04 07:48:00,2011-05-16 17:59:00,800,60,352,3,0,0,0,338,3460,146,12.487820791648543,0,23,41,42,27,41,26,0.43957743491455037,Normal
NKP0236,37118,346,1,5,2010-01-04 07:52:00,2011-05-16 17:58:00,710,7,766,0,246,299,299,2993,32870,175,12.50608869012339,1,23,45,41,19,40,31,0.43954671989409755,Normal
DRR0162,34187,256,1,5,2010-01-04 07:03:00,2011-01-07 16:16:00,512,0,0,0,1116,529,529,2737,29293,154,11.242226577353964,7,16,45,36,20,36,29,0.4394582541134849,Normal
ARB0834,2739,211,1,3,2010-01-04 08:16:00,2010-10-29 19:41:00,422,0,665,0,0,0,0,207,2110,136,13.528660094925154,8,19,40,42,40,49,26,0.43886525139506793,Normal
YDN0198,44113,346,2,3,2010-01-04 07:19:00,2011-05-16 15:41:00,976,0,0,0,0,0,0,3693,39444,92,11.01867930088636,7,15,45,50,41,11,24,0.43864747168587365,Normal
CTR0697,4757,346,1,3,2010-01-04 07:30:00,2011-05-16 16:43:00,963,4,6,0,0,0,0,334,3460,115,11.71662812697078,1,23,36,15,33,25,34,0.4382267567086286,Normal
MGS0974,48680,380,2,5,2010-01-04 07:53:00,2011-05-16 17:56:00,842,0,695,4367,283,162,162,4073,43320,173,12.530525883319639,7,18,17,39,39,40,27,0.4380586241432959,Normal
AMD0077,72416,346,1,3,2010-01-04 07:26:00,2011-05-16 15:32:00,692,0,0,0,0,0,0,5984,65740,200,11.053510273972602,7,15,23,19,12,25,25,0.4378375802135833,Normal
DJB0159,72903,346,2,3,2010-01-04 07:00:00,2011-05-16 16:17:00,1002,0,0,0,0,0,0,6351,65550,219,11.248508291839842,7,16,20,37,27,38,37,0.43763433614486985,Normal
XRS0633,12004,346,1,3,2010-01-04 09:10:00,2011-05-16 21:14:00,958,0,3670,0,0,0,0,1012,10034,130,14.804815061646117,9,21,34,39,39,40,23,0.43684777215608983,Normal
EMS0317,61709,346,1,3,2010-01-04 07:43:00,2011-05-16 15:40:00,692,0,0,0,0,0,0,4965,56052,305,11.252637378664376,7,16,15,21,44,10,31,0.43658102355179274,Normal
JMK0099,37893,346,3,5,2010-01-04 07:10:00,2011-05-16 17:10:00,1200,0,0,0,279,555,555,2989,32870,331,11.835932758029188,7,17,40,37,41,41,25,0.4360793016608027,Normal
CWB0065,36948,346,2,3,2010-01-04 07:10:00,2011-05-16 15:16:00,1188,0,0,0,0,0,0,2985,32775,287,10.776388437804481,7,15,50,33,14,20,23,0.43593055059025787,Normal
GCL0016,49949,388,3,5,2010-01-04 08:00:00,2011-05-16 17:59:00,1125,0,721,5411,267,199,199,4126,44232,191,12.574926424953453,7,18,45,32,20,24,34,0.43567180716594084,Normal
CAA0612,66046,346,1,5,2010-01-04 07:55:00,2011-05-16 16:59:00,959,0,0,0,254,641,641,5372,58820,138,12.04829966992702,7,17,20,41,32,42,31,0.4355909274305988,Normal
BVN0514,3753,110,2,3,2010-01-04 08:48:00,2010-06-08 16:57:00,236,0,0,0,0,0,0,327,3190,74,12.465494271249668,8,17,36,23,30,23,22,0.4352722072765238,Normal
IMB0481,61750,346,1,3,2010-01-04 08:10:00,2011-05-16 17:14:00,692,0,0,0,0,0,0,5006,56052,376,12.261295546558705,8,17,19,41,38,43,38,0.43493361962910665,Normal
JMW0638,11733,346,1,3,2010-01-04 09:04:00,2011-05-16 21:17:00,692,0,3524,0,0,0,0,1007,10034,93,14.72828773544703,9,21,43,21,30,18,30,0.4348547264364726,Normal
SAP0867,26082,146,1,3,2010-01-04 07:38:00,2010-07-29 17:40:00,292,0,7,0,0,0,0,2138,23652,176,12.306609922551951,7,18,13,25,43,19,30,0.43478072087532105,Normal
IUB0565,26368,234,1,5,2010-01-04 08:48:00,2010-12-03 18:02:00,468,0,406,0,986,503,503,2057,22354,228,13.002275485436893,8,18,44,39,35,22,30,0.43477786876560687,Normal
AGB0643,11738,346,1,3,2010-01-04 09:04:00,2011-05-16 21:14:00,692,0,3548,0,0,0,0,1012,10034,220,14.76963707616289,9,21,32,39,20,44,27,0.43464941772045323,Normal
DRR0242,44320,442,1,3,2010-01-03 07:54:00,2011-05-16 18:13:00,884,0,656,9457,0,0,0,3836,39600,164,12.52682761732852,7,18,39,19,40,41,33,0.43446966300591267,Normal
JKF0465,5443,420,1,3,2010-01-02 07:56:00,2011-05-16 17:58:00,840,0,294,829,0,0,0,403,4200,111,12.451405474921918,7,18,10,37,12,17,32,0.43439206961126,Normal
XAA0104,37587,346,1,5,2010-01-04 07:03:00,2011-05-16 17:13:00,967,0,0,0,274,437,437,3039,32870,171,11.749381435070637,7,17,41,40,14,38,42,0.43417809432397064,Normal
ECF0828,2739,211,1,3,2010-01-04 08:16:00,2010-10-29 19:44:00,422,0,679,0,0,0,0,207,2110,102,13.535231836436656,8,19,40,49,39,40,35,0.4339864082491451,Normal
DGW0752,62002,346,1,3,2010-01-04 07:59:00,2011-05-16 16:59:00,964,0,0,0,0,0,0,4986,56052,361,12.075578207154608,7,17,40,46,20,40,14,0.43379216151386474,Normal
FEB0306,6783,346,2,5,2010-01-04 08:50:00,2011-05-16 18:00:00,1118,0,286,0,719,1157,1157,329,3460,126,13.050715022851247,8,18,40,42,26,25,31,0.43335126676101315,Normal
MDH0580,5855,296,1,5,2010-01-04 08:28:00,2011-03-04 18:40:00,592,0,687,0,1257,622,622,295,3089,151,12.980871050384287,8,18,41,37,18,40,31,0.4332055358363287,Normal
PTH0830,5511,425,1,3,2010-01-03 08:29:00,2011-05-16 19:41:00,850,0,1377,960,0,0,0,411,4250,129,13.54944656142261,8,19,43,44,42,43,34,0.43313682253141916,Normal
KCB0815,36902,346,1,3,2010-01-04 08:26:00,2011-05-16 20:38:00,971,0,8467,0,0,0,0,3061,32870,202,14.00986396401279,8,20,16,40,18,36,31,0.4328520804761596,Normal
DCC0160,72459,346,1,3,2010-01-04 07:30:00,2011-05-16 18:43:00,692,0,5127,0,0,0,0,6027,65740,122,12.471797844298155,7,18,36,39,33,42,27,0.4324981188706448,Normal
JTS0389,37697,346,3,5,2010-01-04 07:50:00,2011-05-16 15:55:00,846,0,0,0,270,376,376,3335,32870,200,11.44855028251585,7,16,31,36,11,44,32,0.43224899316988596,Normal
DAL0673,39514,346,3,5,2010-01-04 07:52:00,2011-05-16 16:00:00,993,0,0,0,661,352,352,3008,34500,187,11.511489598623273,7,16,39,35,46,41,36,0.4321304831676905,Normal
SAB0781,14150,346,1,5,2010-01-04 08:21:00,2011-05-16 16:28:00,968,0,0,0,733,1441,1441,1003,10005,90,12.039151943462898,8,16,36,35,24,30,28,0.43168938770631615,Normal
FSC0601,56452,306,2,5,2010-01-04 07:47:00,2011-03-18 16:55:00,648,0,0,0,1263,653,653,4180,49708,242,11.98729894423581,7,17,37,30,37,15,30,0.4313874270955329,Normal
BBH0810,36597,346,1,3,2010-01-04 08:26:00,2011-05-16 20:22:00,692,0,8522,0,0,0,0,3035,32870,212,13.944175752110828,8,20,40,25,10,21,32,0.4311837870903185,Normal
TEM0093,26117,247,1,3,2010-01-04 07:20:00,2010-12-22 15:33:00,494,0,0,0,0,0,0,2158,23465,155,10.976873300915113,7,15,28,24,45,14,30,0.4309451283113713,Normal
DBS0235,36652,346,29,3,2010-01-04 07:50:00,2011-05-16 19:00:00,748,0,4401,0,0,0,0,3034,32870,367,12.982074648041035,7,19,30,38,18,37,33,0.43042861195959875,Normal
EMW0105,43554,346,1,3,2010-01-04 09:05:00,2011-05-16 18:11:00,692,0,2196,0,0,0,0,3646,39216,366,13.216283234605317,9,18,35,40,17,41,34,0.43040622808306256,Normal
IAT0263,19804,186,1,3,2010-01-04 07:25:00,2010-09-24 15:29:00,372,0,0,0,0,0,0,1762,17670,102,11.002322763078165,7,15,28,23,30,30,27,0.4299522255148058,Normal
MJS0890,11748,346,1,3,2010-01-04 09:04:00,2011-05-16 18:18:00,692,0,868,0,0,0,0,1022,10034,206,13.260554988083078,9,18,10,26,16,11,29,0.42842517540022584,Normal
