id,user,day,logon_count,logoff_count,off_hours_logons,unique_pcs,device_connects,device_disconnects,unique_device_pcs,file_activity_count,unique_file_pcs,unique_files,sensitive_file_count,email_count,attachment_count,total_email_size,unique_email_pcs,external_email_count,http_request_count,unique_http_urls,off_hours_http,prediction,prediction_probability,ml_risk_score,behavioral_risk_score,final_risk_score,severity
18542,USR0619,2010-01-05,1,1,0,1,0,0,0,9,1,1,0,11,0,148019.0,1,0,136,14,5,1,0.75,75.0,50.0,65.0,High
18543,USR0619,2010-01-06,1,1,0,1,1,1,1,5,1,2,0,8,1,184209.0,1,3,133,22,0,1,0.55,55.0,39.0,48.6,Medium
18544,USR0619,2010-01-07,1,2,0,1,0,0,0,7,1,6,1,23,0,187310.0,1,3,133,17,10,1,1.0,100.0,100.0,100.0,Critical
18545,USR0619,2010-01-08,1,1,0,1,0,0,0,10,1,1,0,18,0,38561.0,1,1,98,22,5,1,0.85,85.0,58.0,74.2,High
18546,USR0619,2010-01-09,1,1,0,1,1,1,1,6,1,3,2,20,2,110552.0,1,3,85,23,5,1,1.0,100.0,100.0,100.0,Critical
18547,USR0619,2010-01-10,1,2,1,1,0,0,0,8,1,4,0,8,0,154322.0,1,1,80,23,10,1,1.0,100.0,100.0,100.0,Critical
18548,USR0619,2010-01-11,1,2,0,1,0,0,0,12,1,7,2,17,0,142436.0,1,0,72,39,0,0,0.24,24.0,20.0,22.4,Low
18549,USR0619,2010-01-12,1,2,1,1,0,0,0,11,1,6,2,15,0,123232.0,1,3,139,20,0,1,0.69,69.0,56.0,63.8,High
18550,USR0619,2010-01-13,2,2,0,1,0,0,0,11,1,3,1,8,0,73376.0,1,3,109,24,0,0,0.42,42.0,34.0,38.8,Low
18551,USR0619,2010-01-14,2,2,1,1,1,1,1,10,1,3,0,18,0,41767.0,1,2,53,38,0,1,0.55,55.0,43.0,50.2,Medium
18552,USR0619,2010-01-15,2,2,0,1,0,0,0,5,1,3,2,12,2,17021.0,1,1,48,10,0,0,0.44,44.0,28.0,37.6,Low
18553,USR0619,2010-01-16,1,1,0,1,0,0,0,1,1,4,0,11,0,200977.0,1,0,93,29,10,1,1.0,100.0,100.0,100.0,Critical
18554,USR0619,2010-01-17,2,2,1,1,1,1,1,10,1,2,0,21,0,81630.0,1,2,36,40,5,1,1.0,100.0,93.0,97.2,Critical
18555,USR0619,2010-01-18,1,2,0,1,1,1,1,6,1,7,2,19,1,123013.0,1,2,32,20,0,1,0.69,69.0,51.0,61.8,High
18556,USR0619,2010-01-19,1,2,0,1,0,0,0,5,1,3,2,8,2,98703.0,1,2,128,19,10,1,1.0,100.0,100.0,100.0,Critical
18557,USR0619,2010-01-20,2,2,0,1,0,0,0,5,1,6,2,10,0,163812.0,1,0,91,19,0,0,0.24,24.0,20.0,22.4,Low
18558,USR0619,2010-01-21,2,1,0,1,1,1,1,3,1,4,0,7,2,37306.0,1,2,107,30,0,1,0.5,50.0,31.0,42.4,Medium
18559,USR0619,2010-01-22,2,1,0,1,0,0,0,4,1,5,0,16,2,206048.0,1,1,133,7,5,1,0.95,95.0,58.0,80.2,High
18560,USR0619,2010-01-23,1,2,0,1,1,1,1,10,1,5,0,11,1,58111.0,1,2,73,9,5,1,1.0,100.0,81.0,92.4,Critical
18561,USR0619,2010-01-24,1,2,0,1,1,1,1,3,1,5,1,18,0,84716.0,1,0,149,10,0,0,0.32,32.0,25.0,29.2,Low
18562,USR0619,2010-01-25,2,1,0,1,0,0,0,4,1,3,2,16,0,41964.0,1,1,118,12,5,1,1.0,100.0,78.0,91.2,Critical
18563,USR0619,2010-01-26,2,1,0,1,0,0,0,9,1,5,1,5,2,58148.0,1,0,29,6,0,0,0.22,22.0,10.0,17.2,Low
18564,USR0619,2010-01-27,2,2,0,1,0,0,0,5,1,1,0,14,2,76904.0,1,0,47,18,0,0,0.1,10.0,0.0,6.0,Low
18565,USR0619,2010-01-28,2,1,0,1,1,1,1,4,1,4,2,9,0,220613.0,1,1,155,31,5,1,1.0,100.0,93.0,97.2,Critical
18566,USR0619,2010-01-29,1,1,0,1,1,1,1,11,1,3,2,13,1,140556.0,1,3,133,16,0,1,0.79,79.0,59.0,71.0,High
18567,USR0619,2010-01-30,1,2,0,1,0,0,0,7,1,3,0,7,0,45560.0,1,1,49,38,5,1,0.85,85.0,58.0,74.2,High
18568,USR0619,2010-01-31,1,1,0,1,0,0,0,10,1,6,1,20,1,43658.0,1,1,119,9,5,1,1.0,100.0,68.0,87.2,Critical
18569,USR0619,2010-02-01,1,1,0,1,0,0,0,8,1,5,0,14,2,75153.0,1,3,128,7,0,0,0.4,40.0,24.0,33.6,Low
18570,USR0619,2010-02-02,2,1,0,1,1,1,1,6,1,6,2,20,1,111205.0,1,0,30,18,5,1,1.0,100.0,85.0,94.0,Critical
18571,USR0620,2010-01-04,2,1,0,1,0,0,0,7,1,2,0,17,0,244933.0,1,0,153,11,10,1,1.0,100.0,100.0,100.0,Critical
18572,USR0620,2010-01-05,2,2,0,1,1,1,1,2,1,2,1,18,1,174814.0,1,0,80,8,5,1,1.0,100.0,75.0,90.0,Critical
18573,USR0620,2010-01-06,1,1,0,1,0,0,0,7,1,4,2,11,0,132016.0,1,3,130,33,0,1,0.54,54.0,44.0,50.0,Medium
18574,USR0620,2010-01-07,2,2,1,1,0,0,0,9,1,1,0,10,2,95511.0,1,3,48,36,5,1,1.0,100.0,86.0,94.4,Critical
18575,USR0620,2010-01-08,2,1,0,1,1,1,1,7,1,5,1,18,1,243050.0,1,2,106,28,0,1,0.57,57.0,41.0,50.6,Medium
18576,USR0620,2010-01-09,1,1,1,1,0,0,0,9,1,6,2,13,1,212456.0,1,1,41,19,10,1,1.0,100.0,100.0,100.0,Critical
18577,USR0620,2010-01-10,1,2,0,1,0,0,0,11,1,5,1,14,2,42028.0,1,2,142,34,5,1,1.0,100.0,76.0,90.4,Critical
18578,USR0620,2010-01-11,1,2,0,1,1,1,1,6,1,2,0,20,2,212120.0,1,2,147,16,10,1,1.0,100.0,100.0,100.0,Critical
18579,USR0620,2010-01-12,1,2,0,1,1,1,1,8,1,5,1,8,0,134709.0,1,3,72,16,0,1,0.62,62.0,49.0,56.8,Medium
18580,USR0620,2010-01-13,1,2,0,1,0,0,0,11,1,7,2,19,2,28282.0,1,1,73,18,0,0,0.44,44.0,28.0,37.6,Low
18581,USR0620,2010-01-14,2,1,0,1,0,0,0,6,1,4,1,11,2,195644.0,1,1,159,34,10,1,1.0,100.0,100.0,100.0,Critical
18582,USR0620,2010-01-15,2,1,1,1,0,0,0,2,1,3,1,17,0,20665.0,1,3,63,31,5,1,1.0,100.0,96.0,98.4,Critical
18583,USR0620,2010-01-16,1,1,0,1,0,0,0,9,1,6,1,9,0,236072.0,1,1,73,6,5,1,0.97,97.0,68.0,85.4,Critical
18584,USR0620,2010-01-17,2,2,0,1,1,1,1,12,1,7,2,20,2,37179.0,1,1,34,32,0,1,0.64,64.0,43.0,55.6,Medium
18585,USR0620,2010-01-18,1,1,0,1,0,0,0,6,1,5,0,19,2,81834.0,1,3,75,31,5,1,1.0,100.0,74.0,89.6,Critical
18586,USR0620,2010-01-19,2,2,0,1,0,0,0,4,1,3,0,18,2,149414.0,1,2,21,6,0,0,0.3,30.0,16.0,24.4,Low
18587,USR0620,2010-01-20,2,1,0,1,1,1,1,4,1,1,0,10,2,10326.0,1,3,28,27,0,1,0.6,60.0,39.0,51.6,Medium
18588,USR0620,2010-01-21,1,2,0,1,0,0,0,12,1,7,2,21,2,194369.0,1,2,59,10,5,1,1.0,100.0,86.0,94.4,Critical
18589,USR0620,2010-01-22,1,1,0,1,1,1,1,8,1,7,2,18,0,87144.0,1,3,108,14,5,1,1.0,100.0,100.0,100.0,Critical
18590,USR0620,2010-01-23,1,2,0,1,0,0,0,1,1,3,0,9,0,177543.0,1,1,100,19,5,1,0.85,85.0,58.0,74.2,High
18591,USR0620,2010-01-24,2,2,0,1,0,0,0,6,1,5,2,18,2,146008.0,1,2,134,36,0,1,0.54,54.0,36.0,46.8,Medium
18592,USR0620,2010-01-25,2,1,1,1,0,0,0,8,1,5,2,13,0,218166.0,1,3,55,24,10,1,1.0,100.0,100.0,100.0,Critical
18593,USR0620,2010-01-26,1,2,0,1,1,1,1,11,1,7,2,19,2,190711.0,1,1,119,30,5,1,1.0,100.0,93.0,97.2,Critical
18594,USR0620,2010-01-27,1,2,0,1,0,0,0,8,1,7,2,17,2,193807.0,1,2,40,26,5,1,1.0,100.0,86.0,94.4,Critical
18595,USR0620,2010-01-28,2,2,0,1,1,1,1,3,1,3,2,6,0,194224.0,1,0,78,27,5,1,1.0,100.0,85.0,94.0,Critical
18596,USR0620,2010-01-29,1,2,1,1,1,1,1,5,1,1,0,20,1,59738.0,1,0,76,28,0,0,0.4,40.0,27.0,34.8,Low
18597,USR0620,2010-01-30,1,1,1,1,1,1,1,6,1,3,1,19,1,117042.0,1,2,127,16,0,1,0.72,72.0,53.0,64.4,High
18598,USR0620,2010-01-31,1,1,0,1,1,1,1,8,1,4,2,10,2,126508.0,1,3,120,9,0,1,0.84,84.0,59.0,74.0,High
18599,USR0620,2010-02-01,2,2,0,1,0,0,0,4,1,5,0,19,1,202107.0,1,1,130,40,0,0,0.15,15.0,8.0,12.2,Low
18600,USR0620,2010-02-02,2,2,0,1,0,0,0,9,1,5,2,16,0,88149.0,1,0,122,13,5,1,0.99,99.0,70.0,87.4,Critical
18601,USR0621,2010-01-04,2,1,0,1,0,0,0,5,1,4,2,11,1,174631.0,1,3,137,27,0,1,0.59,59.0,44.0,53.0,Medium
18602,USR0621,2010-01-05,1,2,0,1,1,1,1,5,1,4,1,20,0,40286.0,1,1,154,19,5,1,1.0,100.0,83.0,93.2,Critical
18603,USR0621,2010-01-06,2,2,0,1,1,1,1,8,1,3,0,10,1,11562.0,1,0,99,21,0,0,0.25,25.0,15.0,21.0,Low
18604,USR0621,2010-01-07,1,2,0,1,1,1,1,4,1,5,2,12,0,176072.0,1,1,32,8,10,1,1.0,100.0,100.0,100.0,Critical
18605,USR0621,2010-01-08,1,2,0,1,1,1,1,6,1,7,2,17,2,209649.0,1,1,127,7,0,1,0.64,64.0,43.0,55.6,Medium
18606,USR0621,2010-01-09,1,2,0,1,0,0,0,8,1,7,2,9,1,15388.0,1,1,94,25,0,0,0.39,39.0,28.0,34.6,Low
18607,USR0621,2010-01-10,1,2,0,1,0,0,0,9,1,7,2,10,1,96008.0,1,0,113,32,10,1,1.0,100.0,100.0,100.0,Critical
18608,USR0621,2010-01-11,2,2,0,1,0,0,0,8,1,5,1,20,2,15886.0,1,0,97,34,10,1,1.0,100.0,100.0,100.0,Critical
18609,USR0621,2010-01-12,2,2,0,1,0,0,0,4,1,5,2,9,2,137668.0,1,2,32,38,0,1,0.54,54.0,36.0,46.8,Medium
18610,USR0621,2010-01-13,1,2,0,1,0,0,0,3,1,1,0,19,2,96127.0,1,3,143,30,10,1,1.0,100.0,100.0,100.0,Critical
18611,USR0621,2010-01-14,1,2,0,1,0,0,0,3,1,6,2,8,0,222354.0,1,0,73,24,10,1,1.0,100.0,100.0,100.0,Critical
18612,USR0621,2010-01-15,2,2,0,1,0,0,0,2,1,5,0,18,0,61894.0,1,2,121,16,0,0,0.2,20.0,16.0,18.4,Low
18613,USR0621,2010-01-16,2,2,0,1,0,0,0,12,1,6,2,21,1,85543.0,1,2,112,5,5,1,1.0,100.0,86.0,94.4,Critical
18614,USR0621,2010-01-17,1,2,0,1,0,0,0,5,1,5,1,21,1,152407.0,1,3,64,21,5,1,1.0,100.0,84.0,93.6,Critical
18615,USR0621,2010-01-18,1,1,0,1,0,0,0,10,1,2,1,8,1,149554.0,1,1,139,9,0,0,0.27,27.0,18.0,23.4,Low
18616,USR0621,2010-01-19,1,1,1,1,1,1,1,11,1,5,2,9,0,146820.0,1,1,47,12,10,1,1.0,100.0,100.0,100.0,Critical
18617,USR0621,2010-01-20,2,1,1,1,0,0,0,6,1,2,0,20,2,230469.0,1,2,31,9,0,0,0.45,45.0,28.0,38.2,Low
18618,USR0621,2010-01-21,1,2,1,1,0,0,0,5,1,7,2,19,0,159323.0,1,2,55,22,10,1,1.0,100.0,100.0,100.0,Critical
18619,USR0621,2010-01-22,1,2,0,1,1,1,1,7,1,2,1,16,1,43695.0,1,2,120,8,5,1,1.0,100.0,91.0,96.4,Critical
18620,USR0621,2010-01-23,2,2,0,1,0,0,0,4,1,3,0,9,0,191013.0,1,1,66,30,5,1,0.85,85.0,58.0,74.2,High
18621,USR0621,2010-01-24,2,1,0,1,1,1,1,5,1,6,1,9,0,85178.0,1,0,149,36,0,0,0.32,32.0,25.0,29.2,Low
18622,USR0621,2010-01-25,2,1,0,1,0,0,0,4,1,7,2,22,2,166463.0,1,3,46,36,10,1,1.0,100.0,100.0,100.0,Critical
18623,USR0621,2010-01-26,2,1,0,1,0,0,0,12,1,7,2,14,0,192233.0,1,1,72,7,0,0,0.34,34.0,28.0,31.6,Low
18624,USR0621,2010-01-27,1,1,0,1,0,0,0,6,1,5,0,10,2,118554.0,1,0,43,12,5,1,0.85,85.0,50.0,71.0,High
18625,USR0621,2010-01-28,2,1,0,1,0,0,0,4,1,7,2,16,2,14007.0,1,2,36,38,10,1,1.0,100.0,100.0,100.0,Critical
18626,USR0621,2010-01-29,2,1,0,1,1,1,1,8,1,1,0,17,0,42643.0,1,1,61,5,0,0,0.3,30.0,23.0,27.2,Low
18627,USR0621,2010-01-30,1,1,0,1,1,1,1,8,1,5,0,15,0,185757.0,1,1,28,20,5,1,1.0,100.0,73.0,89.2,Critical
18628,USR0621,2010-01-31,1,1,0,1,1,1,1,6,1,2,0,15,1,170292.0,1,3,27,26,0,1,0.55,55.0,39.0,48.6,Medium
18629,USR0621,2010-02-01,1,2,0,1,0,0,0,3,1,3,2,15,1,62519.0,1,0,119,7,0,0,0.29,29.0,20.0,25.4,Low
18630,USR0621,2010-02-02,1,2,0,1,1,1,1,7,1,6,2,19,0,96183.0,1,3,107,38,0,1,0.74,74.0,59.0,68.0,High
18631,USR0622,2010-01-04,1,2,0,1,1,1,1,4,1,6,1,14,2,39526.0,1,3,46,38,0,1,0.72,72.0,49.0,62.8,High
18632,USR0622,2010-01-05,2,1,0,1,1,1,1,10,1,4,1,15,0,118687.0,1,2,154,27,5,1,1.0,100.0,91.0,96.4,Critical
18633,USR0622,2010-01-06,2,2,0,1,1,1,1,8,1,2,1,19,1,170146.0,1,1,100,24,5,1,1.0,100.0,83.0,93.2,Critical
18634,USR0622,2010-01-07,1,2,0,1,1,1,1,2,1,1,0,18,1,154853.0,1,2,86,35,0,0,0.45,45.0,31.0,39.4,Low
18635,USR0622,2010-01-08,2,1,0,1,0,0,0,12,1,6,2,18,0,168421.0,1,1,121,5,0,0,0.34,34.0,28.0,31.6,Low
18636,USR0622,2010-01-09,2,1,0,1,0,0,0,9,1,5,0,23,1,223654.0,1,3,98,39,5,1,1.0,100.0,74.0,89.6,Critical
18637,USR0622,2010-01-10,1,1,0,1,0,0,0,9,1,2,0,15,1,26662.0,1,3,146,40,10,1,1.0,100.0,100.0,100.0,Critical
18638,USR0622,2010-01-11,2,2,0,1,0,0,0,6,1,4,2,17,2,145098.0,1,2,141,27,10,1,1.0,100.0,100.0,100.0,Critical
18639,USR0622,2010-01-12,1,2,1,1,0,0,0,10,1,5,0,11,2,202301.0,1,0,79,36,0,0,0.25,25.0,12.0,19.8,Low
18640,USR0622,2010-01-13,1,1,0,1,0,0,0,3,1,2,0,14,2,205089.0,1,2,41,25,10,1,1.0,100.0,100.0,100.0,Critical
18641,USR0622,2010-01-14,2,2,0,1,0,0,0,1,1,1,0,19,0,60052.0,1,3,62,10,5,1,1.0,100.0,74.0,89.6,Critical
18642,USR0622,2010-01-15,2,1,0,1,0,0,0,5,1,5,0,9,0,226037.0,1,2,147,18,0,0,0.2,20.0,16.0,18.4,Low
18643,USR0622,2010-01-16,2,2,1,1,0,0,0,4,1,6,2,13,0,22878.0,1,3,134,29,0,1,0.69,69.0,56.0,63.8,High
18644,USR0622,2010-01-17,1,1,0,1,1,1,1,6,1,4,0,17,1,116969.0,1,1,48,10,0,0,0.35,35.0,23.0,30.2,Low
18645,USR0622,2010-01-18,1,1,0,1,0,0,0,10,1,1,0,14,2,63358.0,1,2,148,31,5,1,1.0,100.0,66.0,86.4,Critical
18646,USR0622,2010-01-19,1,1,0,1,0,0,0,11,1,4,1,20,2,215904.0,1,3,153,33,5,1,1.0,100.0,84.0,93.6,Critical
18647,USR0622,2010-01-20,1,2,0,1,0,0,0,7,1,3,1,10,2,198897.0,1,2,156,12,10,1,1.0,100.0,100.0,100.0,Critical
18648,USR0622,2010-01-21,1,1,0,1,1,1,1,3,1,3,1,13,1,190011.0,1,0,81,13,10,1,1.0,100.0,100.0,100.0,Critical
18649,USR0622,2010-01-22,2,2,0,1,0,0,0,2,1,1,0,14,1,183571.0,1,3,68,26,5,1,1.0,100.0,74.0,89.6,Critical
18650,USR0622,2010-01-23,1,2,1,1,0,0,0,9,1,6,1,10,2,170683.0,1,3,72,9,10,1,1.0,100.0,100.0,100.0,Critical
18651,USR0622,2010-01-24,2,2,0,1,1,1,1,12,1,5,2,21,2,88970.0,1,1,54,31,0,1,0.64,64.0,43.0,55.6,Medium
18652,USR0622,2010-01-25,2,1,0,1,0,0,0,7,1,7,2,15,0,195675.0,1,3,47,36,0,1,0.54,54.0,44.0,50.0,Medium
18653,USR0622,2010-01-26,1,2,0,1,0,0,0,8,1,3,2,15,0,216880.0,1,2,99,39,0,0,0.44,44.0,36.0,40.8,Medium
18654,USR0622,2010-01-27,1,1,0,1,0,0,0,4,1,2,0,15,2,200499.0,1,3,45,37,10,1,1.0,100.0,100.0,100.0,Critical
18655,USR0622,2010-01-28,2,2,1,1,0,0,0,7,1,5,1,20,2,174125.0,1,1,55,5,0,0,0.47,47.0,30.0,40.2,Medium
18656,USR0622,2010-01-29,1,1,0,1,0,0,0,11,1,5,2,22,0,160077.0,1,2,27,14,0,0,0.44,44.0,36.0,40.8,Medium
18657,USR0622,2010-01-30,2,2,1,1,0,0,0,2,1,1,0,11,1,238103.0,1,0,114,29,0,0,0.2,20.0,12.0,16.8,Low
18658,USR0622,2010-01-31,2,2,0,1,1,1,1,7,1,4,1,6,2,139676.0,1,0,87,25,0,0,0.42,42.0,25.0,35.2,Low
18659,USR0622,2010-02-01,2,2,1,1,1,1,1,8,1,4,2,16,0,61116.0,1,3,30,15,0,1,0.89,89.0,71.0,81.8,High
18660,USR0622,2010-02-02,1,1,0,1,1,1,1,8,1,5,2,10,1,92746.0,1,3,78,16,10,1,1.0,100.0,100.0,100.0,Critical
18661,USR0623,2010-01-04,1,2,1,1,0,0,0,8,1,5,2,18,0,29902.0,1,3,159,39,10,1,1.0,100.0,100.0,100.0,Critical
18662,USR0623,2010-01-05,2,2,0,1,0,0,0,2,1,6,1,19,2,204968.0,1,0,134,28,10,1,1.0,100.0,100.0,100.0,Critical
18663,USR0623,2010-01-06,2,1,0,1,0,0,0,5,1,5,2,17,2,68763.0,1,3,57,6,5,1,1.0,100.0,94.0,97.6,Critical
18664,USR0623,2010-01-07,1,1,1,1,1,1,1,10,1,5,0,11,2,69720.0,1,3,79,26,0,1,0.75,75.0,51.0,65.4,High
18665,USR0623,2010-01-08,2,1,1,1,1,1,1,6,1,4,0,13,0,140535.0,1,2,42,18,0,1,0.55,55.0,43.0,50.2,Medium
18666,USR0623,2010-01-09,1,2,0,1,1,1,1,10,1,4,0,9,0,76615.0,1,1,127,15,5,1,1.0,100.0,73.0,89.2,Critical
18667,USR0623,2010-01-10,2,2,0,1,0,0,0,5,1,2,0,7,2,226905.0,1,0,151,10,5,1,0.85,85.0,50.0,71.0,High
18668,USR0623,2010-01-11,2,2,0,1,0,0,0,9,1,7,2,21,2,68396.0,1,1,141,29,0,0,0.44,44.0,28.0,37.6,Low
18669,USR0623,2010-01-12,2,2,1,1,0,0,0,10,1,7,2,10,2,44561.0,1,1,33,20,10,1,1.0,100.0,100.0,100.0,Critical
18670,USR0623,2010-01-13,1,2,0,1,0,0,0,7,1,5,1,22,1,163613.0,1,3,30,27,0,0,0.47,47.0,34.0,41.8,Medium
18671,USR0623,2010-01-14,2,2,0,1,0,0,0,10,1,4,0,8,0,211285.0,1,1,102,36,0,0,0.1,10.0,8.0,9.2,Low
18672,USR0623,2010-01-15,2,1,0,1,0,0,0,2,1,3,0,15,0,203317.0,1,1,105,30,0,0,0.1,10.0,8.0,9.2,Low
18673,USR0623,2010-01-16,1,1,0,1,1,1,1,1,1,3,0,21,1,102899.0,1,2,122,25,0,0,0.45,45.0,31.0,39.4,Low
18674,USR0623,2010-01-17,2,2,0,1,1,1,1,3,1,5,1,22,0,22951.0,1,3,85,34,5,1,1.0,100.0,99.0,99.6,Critical
18675,USR0623,2010-01-18,1,1,0,1,1,1,1,3,1,6,1,16,2,202967.0,1,0,36,13,0,0,0.42,42.0,25.0,35.2,Low
18676,USR0623,2010-01-19,2,1,0,1,0,0,0,9,1,7,2,15,2,107551.0,1,2,94,7,10,1,1.0,100.0,100.0,100.0,Critical
18677,USR0623,2010-01-20,2,2,0,1,0,0,0,2,1,5,1,15,0,120007.0,1,3,120,21,0,0,0.42,42.0,34.0,38.8,Low
18678,USR0623,2010-01-21,1,2,1,1,0,0,0,6,1,5,0,10,0,21816.0,1,1,134,10,0,0,0.25,25.0,20.0,23.0,Low
18679,USR0623,2010-01-22,1,1,1,1,1,1,1,5,1,7,2,16,0,198507.0,1,2,125,21,10,1,1.0,100.0,100.0,100.0,Critical
18680,USR0623,2010-01-23,2,1,0,1,1,1,1,11,1,7,2,9,1,216662.0,1,2,88,9,0,1,0.69,69.0,51.0,61.8,High
18681,USR0623,2010-01-24,2,2,0,1,0,0,0,7,1,4,2,10,0,169609.0,1,1,144,40,0,0,0.34,34.0,28.0,31.6,Low
18682,USR0623,2010-01-25,2,2,0,1,0,0,0,4,1,2,1,9,0,78017.0,1,3,87,7,0,0,0.42,42.0,34.0,38.8,Low
18683,USR0623,2010-01-26,1,1,0,1,1,1,1,5,1,3,1,7,1,18142.0,1,2,68,9,5,1,1.0,100.0,91.0,96.4,Critical
18684,USR0623,2010-01-27,2,1,0,1,1,1,1,9,1,4,2,8,0,53834.0,1,2,46,15,0,1,0.64,64.0,51.0,58.8,Medium
18685,USR0623,2010-01-28,2,1,1,1,0,0,0,8,1,2,1,21,1,208390.0,1,3,112,21,0,1,0.62,62.0,46.0,55.6,Medium
18686,USR0623,2010-01-29,2,2,0,1,0,0,0,3,1,3,2,21,2,75998.0,1,1,88,13,5,1,1.0,100.0,78.0,91.2,Critical
18687,USR0623,2010-01-30,2,1,1,1,1,1,1,7,1,5,1,20,2,95669.0,1,1,49,20,10,1,1.0,100.0,100.0,100.0,Critical
18688,USR0623,2010-01-31,2,1,0,1,0,0,0,8,1,5,0,8,1,228375.0,1,1,127,7,5,1,0.9,90.0,58.0,77.2,High
18689,USR0623,2010-02-01,2,1,0,1,0,0,0,11,1,6,1,5,0,67173.0,1,0,123,24,0,0,0.12,12.0,10.0,11.2,Low
18690,USR0623,2010-02-02,2,1,0,1,0,0,0,8,1,6,2,19,2,198384.0,1,3,38,20,0,1,0.64,64.0,44.0,56.0,Medium
18691,USR0624,2010-01-04,1,1,0,1,0,0,0,6,1,2,0,19,0,32681.0,1,2,92,23,5,1,0.95,95.0,66.0,83.4,High
18692,USR0624,2010-01-05,2,1,0,1,1,1,1,7,1,1,0,10,0,186622.0,1,2,133,5,5,1,1.0,100.0,81.0,92.4,Critical
18693,USR0624,2010-01-06,2,2,0,1,0,0,0,11,1,4,1,9,0,127680.0,1,2,90,14,0,0,0.32,32.0,26.0,29.6,Low
18694,USR0624,2010-01-07,1,1,0,1,1,1,1,9,1,3,1,9,2,230949.0,1,1,78,24,10,1,1.0,100.0,100.0,100.0,Critical
18695,USR0624,2010-01-08,2,2,0,1,0,0,0,10,1,5,0,19,2,163654.0,1,0,138,8,5,1,0.85,85.0,50.0,71.0,High
18696,USR0624,2010-01-09,2,2,0,1,0,0,0,11,1,7,2,7,0,32826.0,1,1,59,27,5,1,1.0,100.0,78.0,91.2,Critical
18697,USR0624,2010-01-10,1,2,1,1,0,0,0,6,1,5,0,18,1,75932.0,1,2,116,17,10,1,1.0,100.0,100.0,100.0,Critical
18698,USR0624,2010-01-11,1,1,1,1,0,0,0,8,1,2,1,10,1,15876.0,1,2,141,26,10,1,1.0,100.0,100.0,100.0,Critical
18699,USR0624,2010-01-12,2,2,0,1,1,1,1,11,1,3,1,14,1,229892.0,1,2,92,9,0,1,0.57,57.0,41.0,50.6,Medium
18700,USR0624,2010-01-13,1,2,0,1,0,0,0,6,1,6,1,7,1,160373.0,1,1,88,17,10,1,1.0,100.0,100.0,100.0,Critical
18701,USR0624,2010-01-14,1,1,0,1,1,1,1,4,1,2,0,10,0,47289.0,1,3,44,8,5,1,1.0,100.0,89.0,95.6,Critical
18702,USR0624,2010-01-15,2,2,0,1,0,0,0,8,1,3,0,9,0,247521.0,1,0,39,15,5,1,0.75,75.0,50.0,65.0,High
18703,USR0624,2010-01-16,1,1,0,1,0,0,0,9,1,4,2,16,2,171025.0,1,1,33,24,5,1,1.0,100.0,78.0,91.2,Critical
18704,USR0624,2010-01-17,1,1,0,1,0,0,0,12,1,3,2,16,2,109308.0,1,0,45,31,0,0,0.34,34.0,20.0,28.4,Low
18705,USR0624,2010-01-18,2,1,1,1,0,0,0,12,1,5,2,13,0,86039.0,1,2,69,7,5,1,1.0,100.0,98.0,99.2,Critical
18706,USR0624,2010-01-19,2,1,0,1,0,0,0,2,1,5,1,12,0,30616.0,1,0,40,38,0,0,0.12,12.0,10.0,11.2,Low
18707,USR0624,2010-01-20,1,1,0,1,1,1,1,11,1,7,2,7,2,32105.0,1,0,130,40,10,1,1.0,100.0,100.0,100.0,Critical
18708,USR0624,2010-01-21,1,1,0,1,1,1,1,4,1,6,1,15,0,193763.0,1,2,73,22,5,1,1.0,100.0,91.0,96.4,Critical
18709,USR0624,2010-01-22,2,1,1,1,1,1,1,11,1,5,1,19,1,112813.0,1,1,142,31,5,1,1.0,100.0,95.0,98.0,Critical
18710,USR0624,2010-01-23,1,1,0,1,0,0,0,9,1,4,0,16,0,239428.0,1,0,111,37,0,0,0.0,0.0,0.0,0.0,Low
18711,USR0624,2010-01-24,2,1,0,1,0,0,0,2,1,3,1,23,2,88760.0,1,3,117,27,0,1,0.52,52.0,34.0,44.8,Medium
18712,USR0624,2010-01-25,1,2,0,1,1,1,1,6,1,6,2,13,2,39135.0,1,1,70,20,0,1,0.64,64.0,43.0,55.6,Medium
18713,USR0624,2010-01-26,1,1,0,1,1,1,1,8,1,5,2,15,1,16732.0,1,1,132,21,10,1,1.0,100.0,100.0,100.0,Critical
18714,USR0624,2010-01-27,1,1,1,1,1,1,1,5,1,1,0,16,2,43242.0,1,2,86,9,10,1,1.0,100.0,100.0,100.0,Critical
18715,USR0624,2010-01-28,2,2,1,1,1,1,1,10,1,4,1,13,0,108229.0,1,0,59,32,0,0,0.47,47.0,37.0,43.0,Medium
18716,USR0624,2010-01-29,2,1,0,1,1,1,1,5,1,3,1,21,2,229266.0,1,3,87,27,5,1,1.0,100.0,99.0,99.6,Critical
18717,USR0624,2010-01-30,2,1,0,1,1,1,1,7,1,5,2,18,1,199521.0,1,2,70,33,5,1,1.0,100.0,100.0,100.0,Critical
18718,USR0624,2010-01-31,1,1,0,1,0,0,0,3,1,5,1,10,2,209991.0,1,2,124,5,0,0,0.42,42.0,26.0,35.6,Low
18719,USR0624,2010-02-01,1,1,0,1,0,0,0,11,1,5,1,6,0,96044.0,1,1,40,35,5,1,0.97,97.0,68.0,85.4,Critical
