logon_count,logoff_count,off_hours_logons,unique_pcs,device_connects,device_disconnects,unique_device_pcs,file_activity_count,unique_file_pcs,unique_files,sensitive_file_count,email_count,attachment_count,total_email_size,unique_email_pcs,external_email_count,http_request_count,unique_http_urls,off_hours_http,user,day
2,2,0,1,0,0,0,9,1,4,0,9,1,47685.0,1,3,69,18,0,USR0593,2010-01-17
2,1,0,1,0,0,0,5,1,1,0,8,1,57556.0,1,1,34,35,0,USR0593,2010-01-18
1,2,0,1,1,1,1,3,1,2,1,21,1,60696.0,1,2,32,12,0,USR0593,2010-01-19
1,2,0,1,0,0,0,5,1,2,1,6,1,97150.0,1,1,72,27,0,USR0593,2010-01-20
1,2,0,1,0,0,0,6,1,1,0,7,2,26506.0,1,1,104,34,5,USR0593,2010-01-21
1,1,1,1,0,0,0,7,1,4,1,9,0,228364.0,1,0,121,22,10,USR0593,2010-01-22
1,1,0,1,0,0,0,3,1,3,0,16,0,71177.0,1,2,24,40,0,USR0593,2010-01-23
2,1,0,1,1,1,1,7,1,2,1,8,2,167100.0,1,1,49,26,10,USR0593,2010-01-24
2,2,0,1,1,1,1,2,1,2,0,19,2,236831.0,1,2,108,26,0,USR0593,2010-01-25
2,1,1,1,0,0,0,3,1,3,0,9,1,234520.0,1,2,60,10,0,USR0593,2010-01-26
1,1,0,1,0,0,0,11,1,4,1,13,0,47645.0,1,0,129,30,0,USR0593,2010-01-27
2,2,0,1,0,0,0,12,1,7,2,21,2,176854.0,1,2,104,15,0,USR0593,2010-01-28
1,1,0,1,0,0,0,12,1,7,2,14,1,208870.0,1,2,81,24,5,USR0593,2010-01-29
2,2,1,1,0,0,0,6,1,6,2,7,2,69398.0,1,1,85,35,5,USR0593,2010-01-30
2,1,0,1,1,1,1,2,1,5,0,21,2,244339.0,1,2,112,19,0,USR0593,2010-01-31
1,2,1,1,1,1,1,3,1,3,2,6,0,30889.0,1,1,121,13,5,USR0593,2010-02-01
1,2,0,1,1,1,1,9,1,2,0,15,0,228322.0,1,1,44,33,0,USR0593,2010-02-02
2,2,0,1,0,0,0,9,1,7,2,9,1,112798.0,1,1,126,6,0,USR0594,2010-01-04
1,2,0,1,0,0,0,6,1,2,0,14,0,132667.0,1,3,102,20,0,USR0594,2010-01-05
1,1,1,1,0,0,0,6,1,5,1,12,2,231223.0,1,2,85,5,5,USR0594,2010-01-06
1,2,1,1,1,1,1,8,1,7,2,18,1,12762.0,1,3,56,37,5,USR0594,2010-01-07
1,1,0,1,0,0,0,4,1,3,1,11,2,60192.0,1,1,31,37,5,USR0594,2010-01-08
2,2,0,1,0,0,0,8,1,2,1,13,0,183033.0,1,3,147,18,0,USR0594,2010-01-09
2,1,1,1,1,1,1,8,1,4,0,14,1,28673.0,1,0,29,36,5,USR0594,2010-01-10
1,2,0,1,0,0,0,4,1,3,1,13,2,83691.0,1,3,146,33,0,USR0594,2010-01-11
1,2,1,1,1,1,1,12,1,5,2,15,0,66253.0,1,3,152,17,5,USR0594,2010-01-12
1,2,0,1,0,0,0,7,1,5,2,20,1,187918.0,1,1,58,9,0,USR0594,2010-01-13
2,2,0,1,0,0,0,6,1,1,0,10,2,127574.0,1,2,43,38,10,USR0594,2010-01-14
2,2,1,1,0,0,0,6,1,2,1,20,0,140841.0,1,0,100,27,5,USR0594,2010-01-15
2,2,0,1,1,1,1,9,1,2,0,20,2,213433.0,1,1,141,10,0,USR0594,2010-01-16
1,1,0,1,0,0,0,3,1,2,1,19,1,171697.0,1,2,117,20,5,USR0594,2010-01-17
1,2,0,1,0,0,0,6,1,6,1,21,0,65514.0,1,1,124,11,5,USR0594,2010-01-18
2,2,1,1,1,1,1,8,1,6,2,21,0,215699.0,1,3,101,5,10,USR0594,2010-01-19
1,2,0,1,0,0,0,7,1,3,1,20,0,41671.0,1,3,144,10,0,USR0594,2010-01-20
1,1,0,1,0,0,0,2,1,1,0,8,2,64235.0,1,0,153,23,5,USR0594,2010-01-21
1,1,0,1,0,0,0,9,1,5,2,19,2,184410.0,1,2,72,32,0,USR0594,2010-01-22
1,2,0,1,0,0,0,10,1,5,1,15,1,202585.0,1,2,110,7,10,USR0594,2010-01-23
2,1,1,1,1,1,1,9,1,6,2,8,2,145450.0,1,0,126,31,5,USR0594,2010-01-24
1,1,1,1,0,0,0,9,1,4,1,10,0,187008.0,1,0,50,40,5,USR0594,2010-01-25
1,1,0,1,0,0,0,9,1,5,0,13,0,220663.0,1,0,42,28,0,USR0594,2010-01-26
1,2,0,1,0,0,0,12,1,3,2,20,1,118034.0,1,0,118,13,10,USR0594,2010-01-27
2,2,1,1,1,1,1,7,1,5,2,19,2,173476.0,1,0,125,31,0,USR0594,2010-01-28
1,1,1,1,0,0,0,3,1,3,0,8,1,107767.0,1,1,100,40,10,USR0594,2010-01-29
2,2,0,1,1,1,1,6,1,4,0,10,2,132764.0,1,1,158,11,10,USR0594,2010-01-30
2,1,0,1,1,1,1,7,1,4,0,16,1,215201.0,1,2,132,18,5,USR0594,2010-01-31
1,1,0,1,0,0,0,6,1,4,0,22,0,189285.0,1,2,63,10,0,USR0594,2010-02-01
1,1,0,1,0,0,0,6,1,4,2,5,2,47666.0,1,0,26,12,0,USR0594,2010-02-02
2,2,0,1,0,0,0,7,1,5,0,17,0,75021.0,1,0,68,12,5,USR0595,2010-01-04
2,2,0,1,1,1,1,12,1,6,2,16,0,81832.0,1,3,122,40,5,USR0595,2010-01-05
2,2,0,1,1,1,1,2,1,3,0,15,0,128343.0,1,2,123,33,10,USR0595,2010-01-06
2,1,0,1,1,1,1,11,1,2,1,13,1,66905.0,1,1,128,5,10,USR0595,2010-01-07
2,2,0,1,0,0,0,4,1,2,1,10,1,170834.0,1,0,42,31,5,USR0595,2010-01-08
2,1,0,1,0,0,0,8,1,3,0,11,0,144918.0,1,3,70,13,0,USR0595,2010-01-09
2,2,1,1,0,0,0,5,1,5,1,8,0,44992.0,1,3,117,19,0,USR0595,2010-01-10
2,2,0,1,0,0,0,8,1,7,2,21,0,202833.0,1,2,132,40,10,USR0595,2010-01-11
1,2,1,1,0,0,0,6,1,3,2,14,1,105917.0,1,3,105,19,0,USR0595,2010-01-12
2,1,1,1,0,0,0,10,1,1,0,20,0,162866.0,1,2,94,10,5,USR0595,2010-01-13
2,2,0,1,1,1,1,4,1,4,0,11,0,206523.0,1,0,127,25,0,USR0595,2010-01-14
1,2,0,1,0,0,0,2,1,3,0,18,2,123195.0,1,2,134,11,0,USR0595,2010-01-15
1,2,0,1,0,0,0,2,1,4,1,22,0,160333.0,1,2,86,21,10,USR0595,2010-01-16
1,2,1,1,0,0,0,2,1,1,0,14,0,225317.0,1,2,138,23,0,USR0595,2010-01-17
2,1,0,1,0,0,0,8,1,2,1,11,0,113169.0,1,3,107,23,10,USR0595,2010-01-18
1,2,0,1,1,1,1,9,1,7,2,21,0,197176.0,1,2,116,30,0,USR0595,2010-01-19
2,2,0,1,0,0,0,7,1,7,2,8,0,52607.0,1,3,66,17,10,USR0595,2010-01-20
2,1,0,1,0,0,0,1,1,2,0,12,1,248832.0,1,2,107,39,0,USR0595,2010-01-21
2,1,0,1,0,0,0,7,1,4,1,7,0,106165.0,1,0,137,23,5,USR0595,2010-01-22
2,2,0,1,1,1,1,6,1,5,1,7,0,61930.0,1,2,133,38,0,USR0595,2010-01-23
1,2,0,1,0,0,0,3,1,5,2,11,0,91264.0,1,1,71,18,5,USR0595,2010-01-24
1,1,1,1,0,0,0,7,1,4,2,17,1,224691.0,1,1,111,9,10,USR0595,2010-01-25
2,2,0,1,0,0,0,11,1,6,1,13,2,54932.0,1,2,103,40,0,USR0595,2010-01-26
2,1,0,1,0,0,0,3,1,2,1,22,0,114494.0,1,3,103,5,0,USR0595,2010-01-27
1,2,0,1,0,0,0,3,1,6,1,20,0,181173.0,1,0,153,27,5,USR0595,2010-01-28
2,1,0,1,1,1,1,8,1,2,1,8,0,41527.0,1,3,146,19,0,USR0595,2010-01-29
1,1,0,1,0,0,0,11,1,6,2,10,1,79024.0,1,0,144,16,5,USR0595,2010-01-30
2,1,0,1,0,0,0,8,1,3,1,9,0,193757.0,1,3,133,14,0,USR0595,2010-01-31
2,2,0,1,0,0,0,11,1,6,2,18,0,110938.0,1,0,59,29,0,USR0595,2010-02-01
1,1,1,1,0,0,0,2,1,5,0,9,0,32364.0,1,2,123,14,10,USR0595,2010-02-02
2,1,0,1,0,0,0,3,1,4,1,11,2,25811.0,1,3,52,15,10,USR0596,2010-01-04
2,2,0,1,0,0,0,5,1,3,2,15,2,36703.0,1,3,122,7,10,USR0596,2010-01-05
1,1,0,1,1,1,1,5,1,4,2,13,0,236200.0,1,2,140,38,10,USR0596,2010-01-06
1,2,0,1,0,0,0,8,1,4,2,9,0,104702.0,1,0,43,11,5,USR0596,2010-01-07
2,1,1,1,0,0,0,8,1,5,0,19,2,192679.0,1,0,75,37,0,USR0596,2010-01-08
1,1,0,1,0,0,0,9,1,4,0,18,2,90268.0,1,2,128,22,0,USR0596,2010-01-09
2,1,0,1,0,0,0,12,1,3,2,17,0,195541.0,1,3,148,34,0,USR0596,2010-01-10
1,1,0,1,0,0,0,6,1,4,0,20,1,180257.0,1,0,97,6,0,USR0596,2010-01-11
2,1,0,1,0,0,0,10,1,5,2,7,1,56889.0,1,0,32,20,0,USR0596,2010-01-12
1,2,0,1,0,0,0,4,1,5,2,23,2,20159.0,1,3,150,34,0,USR0596,2010-01-13
1,2,1,1,0,0,0,8,1,2,0,21,2,71214.0,1,2,146,39,0,USR0596,2010-01-14
1,2,0,1,0,0,0,5,1,7,2,16,1,14345.0,1,3,38,28,10,USR0596,2010-01-15
2,2,0,1,0,0,0,4,1,7,2,15,0,172474.0,1,0,145,24,10,USR0596,2010-01-16
2,2,0,1,0,0,0,6,1,2,0,6,2,62087.0,1,1,24,11,0,USR0596,2010-01-17
2,1,0,1,1,1,1,11,1,6,2,19,2,210637.0,1,1,83,25,0,USR0596,2010-01-18
2,2,0,1,1,1,1,9,1,4,0,16,2,109099.0,1,1,35,17,0,USR0596,2010-01-19
2,1,0,1,1,1,1,3,1,7,2,5,0,26657.0,1,0,64,25,0,USR0596,2010-01-20
2,2,0,1,0,0,0,4,1,2,0,20,0,230378.0,1,2,120,19,5,USR0596,2010-01-21
2,2,0,1,1,1,1,5,1,5,1,15,0,64520.0,1,1,27,30,0,USR0596,2010-01-22
2,2,0,1,0,0,0,2,1,2,1,16,1,192079.0,1,0,157,28,10,USR0596,2010-01-23
1,2,0,1,1,1,1,7,1,1,0,9,0,22115.0,1,3,131,28,0,USR0596,2010-01-24
1,2,0,1,1,1,1,1,1,1,0,12,0,133359.0,1,0,92,7,5,USR0596,2010-01-25
1,2,0,1,0,0,0,4,1,5,0,5,0,209100.0,1,0,106,12,0,USR0596,2010-01-26
2,1,0,1,1,1,1,6,1,4,0,21,2,57286.0,1,1,87,19,10,USR0596,2010-01-27
1,2,0,1,0,0,0,3,1,5,1,5,2,85825.0,1,0,75,9,0,USR0596,2010-01-28
1,1,1,1,1,1,1,9,1,3,2,12,0,220178.0,1,0,79,26,5,USR0596,2010-01-29
2,2,0,1,1,1,1,3,1,7,2,8,0,221688.0,1,2,119,15,0,USR0596,2010-01-30
2,1,1,1,1,1,1,6,1,4,2,17,0,98369.0,1,1,105,25,0,USR0596,2010-01-31
2,1,1,1,1,1,1,5,1,6,2,16,0,238774.0,1,2,123,13,10,USR0596,2010-02-01
1,1,0,1,0,0,0,6,1,3,2,22,1,185091.0,1,3,99,26,0,USR0596,2010-02-02
2,1,0,1,0,0,0,5,1,3,1,17,1,161364.0,1,2,105,40,0,USR0597,2010-01-04
1,2,0,1,0,0,0,4,1,4,2,22,0,192477.0,1,3,137,37,10,USR0597,2010-01-05
1,1,1,1,0,0,0,7,1,4,2,22,0,157891.0,1,3,127,22,5,USR0597,2010-01-06
1,2,0,1,0,0,0,3,1,3,2,7,2,222737.0,1,0,109,7,0,USR0597,2010-01-07
2,1,0,1,1,1,1,8,1,6,2,22,1,58756.0,1,2,93,17,5,USR0597,2010-01-08
1,2,0,1,1,1,1,5,1,6,1,8,2,233356.0,1,0,37,39,0,USR0597,2010-01-09
2,1,1,1,0,0,0,6,1,4,2,15,0,214491.0,1,1,118,16,0,USR0597,2010-01-10
1,1,1,1,0,0,0,12,1,3,2,11,2,23596.0,1,1,58,6,5,USR0597,2010-01-11
2,2,0,1,0,0,0,7,1,1,0,10,1,211971.0,1,1,43,12,0,USR0597,2010-01-12
1,2,1,1,0,0,0,5,1,7,2,12,2,216772.0,1,0,123,32,0,USR0597,2010-01-13
1,1,1,1,0,0,0,5,1,4,1,8,0,21731.0,1,2,72,31,5,USR0597,2010-01-14
2,1,0,1,0,0,0,4,1,7,2,19,2,67687.0,1,2,120,19,5,USR0597,2010-01-15
1,2,0,1,0,0,0,8,1,1,0,20,0,146099.0,1,1,96,9,0,USR0597,2010-01-16
1,2,0,1,0,0,0,11,1,3,2,18,0,241423.0,1,3,103,15,5,USR0597,2010-01-17
2,2,1,1,0,0,0,10,1,3,1,12,2,200357.0,1,1,148,25,5,USR0597,2010-01-18
2,2,0,1,0,0,0,7,1,3,2,23,2,137309.0,1,3,92,14,0,USR0597,2010-01-19
2,1,1,1,1,1,1,1,1,3,0,7,2,191112.0,1,0,54,27,0,USR0597,2010-01-20
2,1,0,1,0,0,0,2,1,2,0,9,2,33048.0,1,1,54,34,10,USR0597,2010-01-21
2,1,0,1,1,1,1,4,1,2,1,17,1,89912.0,1,2,88,16,10,USR0597,2010-01-22
1,1,0,1,0,0,0,3,1,5,0,11,0,137211.0,1,3,119,5,0,USR0597,2010-01-23
1,2,1,1,0,0,0,5,1,7,2,15,1,240979.0,1,0,125,10,10,USR0597,2010-01-24
1,1,0,1,1,1,1,9,1,1,0,14,1,154173.0,1,3,28,21,5,USR0597,2010-01-25
2,2,0,1,0,0,0,2,1,2,0,8,0,150425.0,1,1,76,29,0,USR0597,2010-01-26
2,1,0,1,0,0,0,4,1,3,1,20,2,97673.0,1,3,44,16,10,USR0597,2010-01-27
1,2,0,1,0,0,0,10,1,6,2,11,0,14068.0,1,3,22,8,0,USR0597,2010-01-28
1,1,1,1,1,1,1,3,1,7,2,12,1,183688.0,1,2,89,17,10,USR0597,2010-01-29
2,2,1,1,0,0,0,1,1,2,0,21,0,167202.0,1,3,97,10,5,USR0597,2010-01-30
1,1,0,1,1,1,1,12,1,5,2,17,1,170489.0,1,3,127,17,10,USR0597,2010-01-31
2,1,0,1,1,1,1,4,1,4,1,18,0,86301.0,1,2,39,14,5,USR0597,2010-02-01
2,1,0,1,0,0,0,5,1,5,1,7,2,224419.0,1,0,97,13,10,USR0597,2010-02-02
1,2,0,1,0,0,0,11,1,4,1,16,1,44090.0,1,0,124,8,10,USR0598,2010-01-04
1,2,0,1,0,0,0,6,1,6,1,12,1,244056.0,1,0,153,5,10,USR0598,2010-01-05
2,2,0,1,0,0,0,6,1,5,1,20,1,117736.0,1,0,144,36,0,USR0598,2010-01-06
2,1,0,1,0,0,0,10,1,5,1,11,0,172502.0,1,1,81,32,0,USR0598,2010-01-07
2,2,0,1,0,0,0,6,1,5,2,13,2,62343.0,1,1,114,40,5,USR0598,2010-01-08
1,2,0,1,0,0,0,10,1,4,0,7,2,124624.0,1,2,33,12,10,USR0598,2010-01-09
2,2,0,1,0,0,0,5,1,7,2,9,2,152601.0,1,3,54,29,5,USR0598,2010-01-10
2,2,0,1,1,1,1,7,1,4,2,8,0,201879.0,1,0,116,13,5,USR0598,2010-01-11
2,1,0,1,0,0,0,12,1,5,2,19,2,138510.0,1,0,103,33,5,USR0598,2010-01-12
2,2,0,1,0,0,0,10,1,2,1,20,1,238841.0,1,2,39,18,5,USR0598,2010-01-13
1,2,0,1,0,0,0,6,1,4,1,13,0,130394.0,1,0,65,32,0,USR0598,2010-01-14
2,2,0,1,1,1,1,5,1,2,0,7,2,14905.0,1,0,94,35,0,USR0598,2010-01-15
1,2,0,1,0,0,0,7,1,5,2,14,2,195747.0,1,1,53,38,0,USR0598,2010-01-16
2,1,0,1,0,0,0,11,1,2,1,16,2,21331.0,1,3,28,7,5,USR0598,2010-01-17
2,1,1,1,1,1,1,4,1,4,0,9,1,103007.0,1,3,88,17,0,USR0598,2010-01-18
1,2,0,1,1,1,1,8,1,6,1,13,1,97285.0,1,3,99,22,5,USR0598,2010-01-19
1,1,0,1,0,0,0,9,1,2,1,8,2,12231.0,1,3,94,22,5,USR0598,2010-01-20
1,1,0,1,0,0,0,7,1,2,1,19,2,49930.0,1,2,29,12,5,USR0598,2010-01-21
2,1,0,1,0,0,0,3,1,4,1,8,1,123370.0,1,3,90,29,10,USR0598,2010-01-22
1,1,0,1,0,0,0,4,1,2,1,20,1,56973.0,1,0,130,26,0,USR0598,2010-01-23
1,1,0,1,0,0,0,2,1,3,0,22,2,36365.0,1,3,131,17,10,USR0598,2010-01-24
1,2,0,1,0,0,0,9,1,4,1,11,2,218057.0,1,3,105,19,0,USR0598,2010-01-25
1,1,0,1,0,0,0,9,1,4,2,9,1,38905.0,1,2,105,5,0,USR0598,2010-01-26
2,1,0,1,0,0,0,3,1,3,0,12,2,99432.0,1,2,128,13,10,USR0598,2010-01-27
2,1,0,1,0,0,0,2,1,6,1,19,1,135993.0,1,3,42,27,5,USR0598,2010-01-28
2,2,1,1,1,1,1,5,1,2,1,21,1,19734.0,1,3,138,29,0,USR0598,2010-01-29
1,2,0,1,1,1,1,7,1,7,2,18,2,70926.0,1,3,36,40,5,USR0598,2010-01-30
1,2,0,1,1,1,1,9,1,6,2,21,2,33974.0,1,3,37,15,0,USR0598,2010-01-31
2,2,0,1,0,0,0,8,1,3,1,20,0,199775.0,1,2,98,16,5,USR0598,2010-02-01
2,1,0,1,0,0,0,6,1,7,2,15,1,232510.0,1,0,47,14,5,USR0598,2010-02-02
1,1,0,1,1,1,1,10,1,6,1,12,1,197515.0,1,0,44,6,10,USR0599,2010-01-04
2,2,0,1,1,1,1,10,1,4,0,20,0,215335.0,1,1,133,17,10,USR0599,2010-01-05
2,1,0,1,0,0,0,3,1,3,1,17,2,88554.0,1,2,48,37,10,USR0599,2010-01-06
1,2,0,1,0,0,0,4,1,2,1,15,2,114136.0,1,3,116,13,0,USR0599,2010-01-07
1,1,1,1,0,0,0,3,1,3,1,16,2,176471.0,1,1,104,20,10,USR0599,2010-01-08
1,1,0,1,0,0,0,7,1,4,2,19,0,100200.0,1,3,110,21,0,USR0599,2010-01-09
1,2,0,1,0,0,0,6,1,5,0,8,0,198598.0,1,1,99,21,0,USR0599,2010-01-10
2,1,0,1,0,0,0,10,1,4,0,17,0,211656.0,1,1,125,11,0,USR0599,2010-01-11
1,1,0,1,0,0,0,4,1,7,2,13,2,39862.0,1,2,124,39,0,USR0599,2010-01-12
2,1,0,1,1,1,1,6,1,7,2,7,1,186369.0,1,1,90,19,10,USR0599,2010-01-13
2,1,0,1,1,1,1,3,1,5,1,8,0,175570.0,1,1,56,19,5,USR0599,2010-01-14
1,2,0,1,0,0,0,10,1,6,2,21,2,146192.0,1,1,63,27,10,USR0599,2010-01-15
1,1,0,1,0,0,0,2,1,6,1,9,2,126948.0,1,3,25,13,0,USR0599,2010-01-16
1,1,0,1,0,0,0,6,1,7,2,22,2,119405.0,1,3,49,21,0,USR0599,2010-01-17
2,1,0,1,0,0,0,9,1,2,0,12,0,93271.0,1,2,39,40,10,USR0599,2010-01-18
1,2,0,1,0,0,0,6,1,6,1,21,0,119788.0,1,1,153,20,5,USR0599,2010-01-19
2,1,0,1,1,1,1,7,1,5,1,6,2,198082.0,1,0,114,24,0,USR0599,2010-01-20
2,2,1,1,0,0,0,11,1,3,2,18,0,30239.0,1,0,144,34,5,USR0599,2010-01-21
2,2,0,1,1,1,1,3,1,5,2,5,0,83304.0,1,0,63,35,10,USR0599,2010-01-22
1,2,0,1,0,0,0,6,1,6,2,19,1,54114.0,1,0,71,33,0,USR0599,2010-01-23
2,2,0,1,1,1,1,10,1,2,0,13,1,58104.0,1,2,124,22,5,USR0599,2010-01-24
1,2,0,1,1,1,1,4,1,5,2,12,1,201865.0,1,3,146,8,0,USR0599,2010-01-25
2,2,0,1,0,0,0,8,1,3,1,7,0,162348.0,1,0,58,12,0,USR0599,2010-01-26
1,1,0,1,0,0,0,11,1,2,1,8,2,37039.0,1,0,66,40,5,USR0599,2010-01-27
1,2,1,1,0,0,0,3,1,2,1,19,1,71516.0,1,1,103,20,10,USR0599,2010-01-28
2,1,0,1,1,1,1,6,1,7,2,22,2,154765.0,1,3,74,12,0,USR0599,2010-01-29
1,1,1,1,1,1,1,7,1,3,0,6,1,78559.0,1,1,49,24,0,USR0599,2010-01-30
2,2,0,1,0,0,0,5,1,4,1,21,0,122842.0,1,3,56,14,0,USR0599,2010-01-31
1,2,1,1,1,1,1,7,1,2,0,13,0,75886.0,1,0,116,27,0,USR0599,2010-02-01
1,1,0,1,1,1,1,2,1,5,1,8,0,232099.0,1,0,61,37,5,USR0599,2010-02-02
1,2,0,1,1,1,1,10,1,3,1,17,0,84830.0,1,0,143,36,0,USR0600,2010-01-04
2,1,0,1,0,0,0,9,1,3,1,5,0,86648.0,1,0,109,14,0,USR0600,2010-01-05
1,1,0,1,1,1,1,9,1,1,0,20,2,34875.0,1,0,150,9,0,USR0600,2010-01-06
1,2,0,1,0,0,0,11,1,3,1,21,1,128118.0,1,2,36,27,10,USR0600,2010-01-07
2,2,0,1,0,0,0,3,1,1,0,10,1,95080.0,1,1,141,36,0,USR0600,2010-01-08
2,1,0,1,1,1,1,3,1,5,1,11,0,92165.0,1,2,60,28,10,USR0600,2010-01-09
2,1,0,1,0,0,0,5,1,1,0,15,2,205828.0,1,1,92,25,10,USR0600,2010-01-10
1,1,0,1,0,0,0,9,1,3,1,7,1,31621.0,1,1,100,9,10,USR0600,2010-01-11
2,2,0,1,0,0,0,10,1,6,1,8,2,67377.0,1,2,84,25,0,USR0600,2010-01-12
2,1,0,1,0,0,0,7,1,3,2,22,0,241089.0,1,2,111,13,0,USR0600,2010-01-13
1,2,0,1,1,1,1,9,1,6,1,9,0,181516.0,1,3,141,7,5,USR0600,2010-01-14
1,2,0,1,1,1,1,11,1,6,2,14,2,226227.0,1,3,69,21,10,USR0600,2010-01-15
2,1,1,1,0,0,0,10,1,7,2,12,0,184037.0,1,3,88,10,5,USR0600,2010-01-16
1,1,0,1,0,0,0,4,1,3,2,6,0,73768.0,1,1,95,29,5,USR0600,2010-01-17
1,2,0,1,0,0,0,11,1,6,2,11,2,115003.0,1,1,57,38,10,USR0600,2010-01-18
1,2,0,1,1,1,1,7,1,1,0,16,1,68859.0,1,2,103,27,10,USR0600,2010-01-19
2,1,0,1,1,1,1,7,1,5,0,11,0,243817.0,1,1,129,7,0,USR0600,2010-01-20
1,2,0,1,0,0,0,5,1,6,1,15,0,81533.0,1,2,34,24,0,USR0600,2010-01-21
2,2,1,1,0,0,0,4,1,3,2,9,2,74478.0,1,1,36,35,5,USR0600,2010-01-22
1,2,0,1,0,0,0,11,1,7,2,9,1,50759.0,1,1,27,10,5,USR0600,2010-01-23
1,1,1,1,0,0,0,11,1,5,2,7,0,162055.0,1,0,127,15,10,USR0600,2010-01-24
2,1,0,1,1,1,1,5,1,6,1,7,0,153520.0,1,0,108,26,0,USR0600,2010-01-25
1,2,0,1,0,0,0,3,1,3,0,21,2,70351.0,1,3,27,6,0,USR0600,2010-01-26
1,1,0,1,1,1,1,4,1,6,1,20,2,245499.0,1,0,46,38,5,USR0600,2010-01-27
1,1,0,1,1,1,1,8,1,2,1,13,0,18217.0,1,2,160,10,10,USR0600,2010-01-28
2,1,1,1,1,1,1,6,1,3,1,21,1,186574.0,1,3,122,12,5,USR0600,2010-01-29
2,2,1,1,0,0,0,7,1,5,0,19,1,155358.0,1,1,136,35,5,USR0600,2010-01-30
1,1,0,1,0,0,0,6,1,2,1,9,2,59183.0,1,2,102,7,0,USR0600,2010-01-31
1,2,0,1,0,0,0,10,1,6,1,19,0,214221.0,1,2,140,9,10,USR0600,2010-02-01
1,2,0,1,1,1,1,3,1,2,1,14,2,98521.0,1,3,45,11,0,USR0600,2010-02-02
1,2,0,1,0,0,0,5,1,3,1,17,0,229585.0,1,0,28,23,0,USR0601,2010-01-04
1,2,0,1,0,0,0,1,1,3,0,8,0,89902.0,1,2,104,36,5,USR0601,2010-01-05
1,2,1,1,0,0,0,4,1,6,1,12,2,83413.0,1,2,55,16,0,USR0601,2010-01-06
2,1,0,1,0,0,0,3,1,5,1,10,1,155734.0,1,3,80,7,10,USR0601,2010-01-07
1,1,1,1,0,0,0,7,1,7,2,18,0,39185.0,1,1,149,15,0,USR0601,2010-01-08
1,1,1,1,0,0,0,9,1,4,0,7,0,58010.0,1,2,142,7,0,USR0601,2010-01-09
1,1,0,1,0,0,0,5,1,6,2,7,2,147425.0,1,2,148,39,10,USR0601,2010-01-10
1,2,1,1,1,1,1,3,1,5,2,20,1,242696.0,1,3,86,27,0,USR0601,2010-01-11
1,1,0,1,1,1,1,8,1,3,2,14,2,229195.0,1,1,124,16,0,USR0601,2010-01-12
2,2,1,1,0,0,0,3,1,7,2,8,1,100229.0,1,0,138,34,0,USR0601,2010-01-13
1,2,0,1,0,0,0,4,1,4,1,21,0,224803.0,1,2,123,34,10,USR0601,2010-01-14
2,1,0,1,1,1,1,2,1,5,1,7,0,60402.0,1,2,120,37,0,USR0601,2010-01-15
2,1,1,1,1,1,1,6,1,5,2,20,1,214036.0,1,2,108,14,0,USR0601,2010-01-16
1,1,0,1,1,1,1,8,1,6,1,16,0,114460.0,1,2,89,40,0,USR0601,2010-01-17
2,1,1,1,0,0,0,11,1,5,1,11,0,141824.0,1,0,42,11,10,USR0601,2010-01-18
2,2,0,1,0,0,0,8,1,6,1,15,1,198630.0,1,3,97,6,0,USR0601,2010-01-19
1,2,1,1,1,1,1,6,1,6,1,5,2,102049.0,1,0,68,27,0,USR0601,2010-01-20
2,2,1,1,0,0,0,11,1,4,2,20,1,16173.0,1,0,116,6,0,USR0601,2010-01-21
1,2,0,1,0,0,0,11,1,6,1,10,1,198892.0,1,1,40,20,0,USR0601,2010-01-22
2,1,1,1,0,0,0,7,1,3,2,13,2,105147.0,1,2,107,21,5,USR0601,2010-01-23
1,2,0,1,0,0,0,10,1,3,2,7,1,213429.0,1,0,147,30,5,USR0601,2010-01-24
1,1,0,1,0,0,0,9,1,6,1,19,0,224545.0,1,1,87,16,0,USR0601,2010-01-25
2,1,0,1,0,0,0,7,1,1,0,17,2,41268.0,1,1,75,7,5,USR0601,2010-01-26
1,2,1,1,0,0,0,3,1,2,1,19,2,10252.0,1,2,127,31,0,USR0601,2010-01-27
1,2,0,1,0,0,0,9,1,1,0,10,2,233452.0,1,0,141,29,10,USR0601,2010-01-28
1,1,1,1,0,0,0,8,1,1,0,9,1,69912.0,1,0,110,27,5,USR0601,2010-01-29
1,2,1,1,1,1,1,8,1,3,2,21,1,24246.0,1,2,72,20,10,USR0601,2010-01-30
2,2,0,1,1,1,1,11,1,5,1,18,2,210741.0,1,0,63,39,0,USR0601,2010-01-31
2,2,0,1,0,0,0,9,1,1,0,15,2,215291.0,1,0,149,28,5,USR0601,2010-02-01
1,2,0,1,1,1,1,5,1,6,1,7,1,206458.0,1,1,24,12,0,USR0601,2010-02-02
1,2,1,1,1,1,1,9,1,3,1,17,1,131754.0,1,2,93,39,0,USR0602,2010-01-04
2,1,0,1,1,1,1,9,1,6,1,18,2,225230.0,1,0,49,25,5,USR0602,2010-01-05
1,1,0,1,1,1,1,12,1,3,2,22,1,159127.0,1,2,32,34,0,USR0602,2010-01-06
1,1,0,1,0,0,0,8,1,6,2,8,1,210436.0,1,2,63,10,10,USR0602,2010-01-07
